POA_CODE_2016,Sme_Usl_ad_1_yr_ago_as_2016_M,Sme_Usl_ad_1_yr_ago_as_2016_F,Sme_Usl_ad_1_yr_ago_as_2016_P,Dif_Usl_ad_1_yr_ago_Sme_SA2_M,Dif_Usl_ad_1_yr_ago_Sme_SA2_F,Dif_Usl_ad_1_yr_ago_Sme_SA2_P,Dif_Us_ad_1_ago_Dif_SA2_NSW_M,Dif_Us_ad_1_ago_Dif_SA2_NSW_F,Dif_Us_ad_1_ago_Dif_SA2_NSW_P,Dif_Us_ad_1_ago_Dif_SA2_Vic_M,Dif_Us_ad_1_ago_Dif_SA2_Vic_F,Dif_Us_ad_1_ago_Dif_SA2_Vic_P,Dif_Us_ad_1_ago_Dif_SA2_Qld_M,Dif_Us_ad_1_ago_Dif_SA2_Qld_F,Dif_Us_ad_1_ago_Dif_SA2_Qld_P,Dif_Us_ad_1_ago_Dif_SA2_SA_M,Dif_Us_ad_1_ago_Dif_SA2_SA_F,Dif_Us_ad_1_ago_Dif_SA2_SA_P,Dif_Us_ad_1_ago_Dif_SA2_WA_M,Dif_Us_ad_1_ago_Dif_SA2_WA_F,Dif_Us_ad_1_ago_Dif_SA2_WA_P,Dif_Us_ad_1_ago_Dif_SA2_Tas_M,Dif_Us_ad_1_ago_Dif_SA2_Tas_F,Dif_Us_ad_1_ago_Dif_SA2_Tas_P,Dif_Us_ad_1_ago_Dif_SA2_NT_M,Dif_Us_ad_1_ago_Dif_SA2_NT_F,Dif_Us_ad_1_ago_Dif_SA2_NT_P,Dif_Us_ad_1_ago_Dif_SA2_ACT_M,Dif_Us_ad_1_ago_Dif_SA2_ACT_F,Dif_Us_ad_1_ago_Dif_SA2_ACT_P,Dif_Us_ad_1_ago_Dif_SA2_OT_M,Dif_Us_ad_1_ago_Dif_SA2_OT_F,Dif_Us_ad_1_ago_Dif_SA2_OT_P,Dif_Us_ad_1_ago_Dif_SA2_Tot_M,Dif_Us_ad_1_ago_Dif_SA2_Tot_F,Dif_Us_ad_1_ago_Dif_SA2_Tot_P,Difnt_Usl_add_1_yr_ago_OS_M,Difnt_Usl_add_1_yr_ago_OS_F,Difnt_Usl_add_1_yr_ago_OS_P,Difnt_Usl_add_1_yr_ago_Ns_M,Difnt_Usl_add_1_yr_ago_Ns_F,Difnt_Usl_add_1_yr_ago_Ns_P,Difnt_Usl_add_1_yr_ago_Tot_M,Difnt_Usl_add_1_yr_ago_Tot_F,Difnt_Usl_add_1_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
POA3591,75,61,139,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,12,0,0,0,0,0,0,4,10,12,4,4,13,82,80,155
POA3594,199,187,385,3,6,4,3,0,3,7,7,16,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,12,26,3,0,4,0,0,0,20,20,39,58,45,106,275,255,531
POA3595,247,221,470,4,16,18,4,3,7,4,9,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,12,21,5,5,7,3,3,6,25,32,54,62,66,132,330,325,652
POA3596,38,31,71,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,4,11,3,13,47,41,94
POA3597,185,152,334,3,0,4,0,0,0,6,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,16,3,0,9,0,0,0,12,15,24,29,23,56,229,189,412
POA3599,47,34,78,10,6,19,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,9,0,0,0,0,0,0,13,15,28,16,16,30,79,59,132
POA3607,46,42,91,4,6,11,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,5,9,14,13,14,29,69,67,131
POA3608,931,944,1873,62,56,118,6,4,10,68,83,148,9,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,90,176,8,4,12,4,0,3,156,157,307,100,116,215,1185,1222,2403
POA3610,575,557,1125,29,32,67,3,0,7,33,33,70,7,3,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,44,48,90,4,3,8,0,4,5,83,83,161,331,89,418,986,724,1711
POA3612,715,686,1403,25,17,44,3,3,4,39,27,69,0,0,7,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,35,83,0,0,0,0,0,0,78,56,129,87,81,172,876,824,1704
POA3614,389,360,743,9,6,16,0,0,0,15,18,33,0,0,3,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,21,22,44,5,9,10,0,0,0,35,38,77,31,29,58,456,427,879
POA3616,2106,2077,4185,130,138,265,15,7,18,127,122,249,7,10,16,6,7,8,5,0,5,3,9,9,0,0,0,0,0,0,0,0,0,154,152,306,14,10,20,0,0,0,301,294,596,250,251,501,2660,2626,5282
POA3617,61,73,132,3,3,3,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,4,4,7,4,11,19,69,87,157
POA3618,288,271,553,11,10,20,0,3,4,17,11,31,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,18,41,5,3,7,0,0,0,37,34,69,32,21,53,351,321,676
POA3620,3241,3323,6558,196,199,400,10,5,14,154,151,305,18,13,35,0,0,3,3,0,3,3,3,3,3,0,3,0,0,0,0,0,0,190,179,375,12,11,23,10,3,19,413,398,814,361,408,771,4013,4131,8137
POA3621,970,942,1912,86,79,170,3,3,9,30,36,69,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,43,46,91,3,11,10,0,4,10,138,140,275,80,73,151,1187,1156,2337
POA3622,191,189,376,3,0,3,4,4,11,3,13,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,25,0,0,0,0,0,0,12,16,30,26,23,45,225,222,447
POA3623,372,332,704,13,15,34,3,0,3,19,18,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,19,23,41,0,3,3,0,3,7,37,42,82,53,51,103,468,426,892
POA3624,248,234,477,11,7,19,0,0,0,13,16,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,22,37,0,0,0,0,0,0,34,31,60,6,12,14,288,273,555
POA3629,3419,3565,6987,146,167,310,16,15,32,284,315,592,9,15,25,7,9,18,0,0,4,0,0,7,12,6,15,0,0,0,0,0,0,332,358,692,28,44,71,18,11,31,518,576,1099,467,498,965,4406,4639,9041
POA3630,11255,11664,22915,721,795,1510,70,70,144,1058,1132,2188,56,63,115,15,13,33,17,10,30,8,15,29,14,13,20,0,3,7,0,0,0,1246,1319,2567,196,226,428,25,34,59,2183,2377,4555,1643,1701,3346,15082,15739,30819
POA3631,4637,4596,9235,247,257,503,19,19,29,316,336,652,20,11,38,3,0,3,7,12,18,0,0,0,5,3,8,3,3,6,0,0,0,370,380,753,30,40,75,10,6,14,657,683,1340,443,438,890,5736,5724,11459
POA3633,263,238,496,4,11,12,0,0,0,15,18,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,22,43,0,0,0,0,0,0,27,29,54,27,23,46,310,290,598
POA3634,771,713,1488,18,11,32,3,6,12,46,43,86,4,3,3,3,3,3,4,0,4,0,0,0,3,0,3,0,0,0,0,0,0,63,54,120,0,3,3,3,0,0,85,74,151,65,65,134,922,846,1772
POA3635,206,198,408,23,18,41,0,0,0,22,26,45,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,22,29,48,0,0,0,0,0,0,42,41,85,17,17,34,272,259,530
POA3636,2018,2169,4191,151,178,329,7,16,28,97,97,195,10,7,14,0,0,0,0,3,5,3,0,4,0,0,0,0,0,3,0,0,0,120,133,251,7,6,11,11,4,14,288,317,607,195,195,388,2503,2687,5188
POA3637,273,237,509,18,13,27,0,0,0,8,7,14,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,21,3,0,3,0,0,0,28,29,54,17,10,20,316,273,587
POA3638,812,825,1634,69,75,144,0,5,8,47,48,90,0,6,4,0,0,0,7,3,10,0,0,3,0,0,0,0,0,0,0,0,0,53,58,116,0,3,3,0,7,5,128,142,266,81,69,150,1022,1029,2057
POA3639,237,208,443,0,3,3,3,4,8,12,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,27,0,0,0,0,0,0,15,14,28,24,27,51,280,248,522
POA3640,436,358,795,44,47,86,3,7,10,11,12,23,0,3,7,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,20,22,44,0,3,4,0,0,0,70,67,135,33,27,55,536,450,988
POA3641,500,466,967,31,30,61,3,9,12,27,30,56,8,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,41,83,0,3,4,0,0,0,72,80,144,65,52,113,632,591,1221
POA3644,3513,3514,7026,214,243,455,77,85,158,195,200,393,16,8,25,0,6,6,7,3,12,0,3,4,3,0,7,0,0,0,0,0,0,309,303,613,36,46,85,11,7,20,571,599,1173,475,454,931,4559,4570,9134
POA3646,242,249,496,3,5,4,0,6,4,21,17,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,23,46,0,0,0,0,0,0,24,27,50,14,21,32,284,292,582
POA3647,10,3,19,0,0,0,0,0,3,5,15,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,19,0,0,0,0,0,0,4,16,21,0,4,6,20,26,44
POA3649,169,167,337,8,3,15,0,0,0,7,12,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,23,0,0,0,0,0,0,17,21,32,28,27,54,212,220,425
POA3658,2519,2489,5009,112,128,237,9,5,12,167,191,355,10,11,19,3,7,9,0,3,3,0,0,0,3,4,9,3,0,0,0,0,0,186,220,412,4,9,19,9,6,12,311,361,675,231,249,479,3061,3101,6163
POA3659,309,268,575,3,0,3,0,0,0,36,25,62,0,3,3,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,37,30,69,0,0,0,0,0,0,38,36,76,38,33,73,391,335,724
POA3660,2796,2860,5653,181,167,352,14,12,27,155,174,331,21,15,40,5,5,10,3,6,7,4,5,10,0,0,4,3,6,8,0,0,0,207,227,434,74,19,95,13,5,17,475,417,889,483,491,973,3755,3767,7520
POA3662,255,187,441,10,4,9,60,23,80,48,14,61,156,72,230,19,10,31,5,0,11,3,0,3,29,23,56,14,3,17,0,0,0,336,156,492,8,5,14,0,0,0,354,164,522,56,28,82,662,379,1046
POA3663,69,63,134,4,3,6,0,0,3,3,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,15,0,0,0,0,0,0,7,11,22,13,13,27,89,88,176
POA3664,437,405,836,19,17,37,0,0,0,28,27,57,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,29,36,69,0,14,11,0,3,3,47,68,116,54,45,101,538,518,1059
POA3665,139,146,283,3,0,3,0,3,3,10,9,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,12,26,0,0,0,0,0,0,11,13,29,24,14,37,174,176,352
POA3666,1853,1884,3740,114,116,229,11,15,28,90,107,193,5,19,26,0,0,0,3,4,7,0,0,0,3,0,3,0,0,0,0,0,0,120,148,263,5,6,12,4,7,8,243,272,513,200,217,416,2300,2372,4672
POA3669,520,567,1087,17,23,40,4,3,4,37,40,80,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,49,89,3,4,9,0,0,0,62,77,140,54,49,100,631,695,1323
POA3670,242,211,448,0,3,3,0,0,0,25,21,42,0,0,4,0,0,0,0,0,4,3,0,3,0,0,0,0,0,0,0,0,0,30,28,54,3,3,3,0,0,0,29,29,62,32,25,56,301,261,562
POA3672,3796,4145,7937,355,398,756,31,37,67,214,249,464,12,14,30,3,0,7,7,5,10,0,3,6,3,10,13,0,0,0,0,0,0,274,324,597,10,15,24,5,8,17,640,742,1391,425,493,916,4865,5381,10244
POA3673,704,707,1410,6,3,14,3,5,9,38,50,90,0,3,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,49,57,99,3,0,4,0,0,0,58,60,113,98,88,190,860,852,1715
POA3675,776,753,1529,6,3,12,9,3,12,42,38,73,5,3,11,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,51,107,0,0,0,0,0,3,61,57,117,78,65,139,908,878,1788
POA3677,6519,7364,13887,622,696,1317,45,53,100,356,438,795,26,30,56,4,0,6,10,11,21,0,0,3,9,8,16,0,3,4,0,0,0,452,548,1007,35,41,83,17,15,35,1131,1305,2434,708,864,1577,8362,9538,17897
POA3678,2689,2614,5302,72,60,130,7,14,24,148,131,277,0,5,7,3,3,4,9,6,15,0,0,0,0,0,0,0,0,3,0,0,0,169,165,328,3,9,13,4,5,10,247,237,478,265,257,529,3202,3104,6307
POA3682,265,245,515,0,5,8,5,8,8,9,8,20,3,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,22,40,0,0,0,0,0,0,24,24,45,32,19,51,317,292,613
POA3683,697,727,1423,15,13,32,20,19,39,29,34,63,3,6,8,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,59,59,120,0,0,0,0,0,0,78,81,160,82,84,162,854,890,1748
POA3685,1063,1112,2173,64,63,126,36,41,81,47,57,102,8,4,8,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,91,102,200,3,3,9,4,4,13,168,179,345,81,108,182,1308,1394,2697
POA3687,450,445,893,12,12,27,23,28,48,20,16,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,0,0,0,44,54,90,6,3,10,0,0,0,59,66,129,38,26,61,538,541,1080
POA3688,508,514,1024,4,0,9,13,15,25,32,27,64,6,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,49,94,0,0,0,0,0,0,55,50,105,42,42,82,610,603,1218
POA3690,12106,12752,24852,779,822,1599,392,456,851,1081,1175,2253,121,129,251,36,36,67,28,41,64,13,24,35,16,8,23,18,20,36,0,0,0,1707,1892,3597,87,115,198,29,27,51,2592,2851,5450,1347,1428,2778,16044,17031,33078
POA3691,3736,3704,7443,183,201,392,172,142,313,275,231,507,103,48,147,10,11,17,28,19,45,9,3,15,8,5,17,15,8,24,0,0,0,613,467,1084,14,18,28,4,8,17,818,697,1516,326,294,622,4886,4699,9581
POA3694,19,0,20,0,0,0,17,0,17,7,0,11,6,3,12,3,0,3,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,47,3,49,0,0,0,0,0,0,49,3,48,21,0,21,87,4,90
POA3695,211,215,432,0,0,0,0,0,0,6,14,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17,27,0,0,0,0,0,0,11,18,28,6,12,19,228,241,475
POA3697,228,243,474,12,20,34,10,5,14,15,11,21,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,16,37,0,0,0,0,0,0,37,40,71,17,16,31,276,295,575
POA3698,352,356,711,14,24,40,0,3,6,8,10,23,3,8,5,3,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,21,41,0,3,4,0,0,0,40,49,83,34,27,57,427,431,859
POA3699,416,415,829,27,24,56,11,8,16,20,12,33,9,3,13,5,0,5,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,40,37,82,3,4,11,0,0,0,77,70,148,66,69,134,557,553,1105
POA3700,520,510,1029,36,40,71,22,19,42,20,21,43,6,0,4,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,51,47,104,0,0,0,0,0,0,90,87,182,45,46,94,659,643,1301
POA3701,466,428,895,16,10,32,5,7,15,13,13,33,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,24,21,48,0,3,3,0,0,0,40,41,81,45,44,88,557,508,1064
POA3704,6,11,15,0,0,0,0,0,0,4,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,4,0,7,0,0,0,11,11,20
POA3705,109,96,204,3,3,8,3,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,7,0,0,0,0,0,0,5,5,17,25,14,38,139,122,259
POA3707,711,710,1425,49,48,99,13,14,28,31,25,54,0,3,3,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,44,42,87,3,0,3,3,4,8,100,97,198,97,98,196,905,908,1814
POA3708,29,25,52,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,3,3,5,28,30,61
POA3709,128,114,238,3,4,8,0,3,5,8,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,19,0,0,0,0,0,0,13,16,27,16,14,25,157,135,295
POA3711,195,186,379,3,12,18,3,0,3,15,18,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,20,36,0,0,0,0,0,0,21,34,53,25,26,57,248,242,487
POA3712,148,137,280,3,3,4,3,3,3,13,7,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,9,23,4,0,3,3,0,3,20,17,36,19,14,35,182,167,352
POA3713,392,339,732,42,30,69,0,0,0,20,18,40,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,29,53,3,6,11,0,0,0,76,59,139,77,75,150,547,471,1020
POA3714,1344,1432,2775,99,106,207,4,4,11,73,83,156,3,0,3,0,0,0,3,0,5,0,0,0,0,0,3,0,0,0,0,0,0,87,94,173,8,4,14,4,0,4,201,208,406,151,151,299,1694,1790,3485
POA3715,126,108,237,6,0,5,0,0,0,10,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,16,0,0,0,0,0,0,13,7,27,24,17,46,169,136,310
POA3717,1068,1055,2124,62,54,111,0,0,0,70,75,146,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,72,78,152,3,3,10,0,3,6,140,141,277,123,107,234,1333,1300,2636
POA3718,28,31,59,0,0,0,0,0,0,3,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,0,0,0,0,0,3,6,3,0,3,6,33,38,70
POA3719,166,167,332,0,0,4,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,6,10,16,12,24,183,186,366
POA3720,236,194,433,12,5,13,0,0,0,30,18,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,19,48,0,0,0,3,3,3,43,26,73,44,23,71,322,250,572
POA3722,1843,1988,3835,198,210,407,6,18,23,99,113,215,11,6,17,0,0,4,3,5,8,0,0,0,3,4,11,0,0,0,0,0,0,129,144,274,11,16,28,3,7,12,343,371,712,199,219,420,2384,2584,4967
POA3723,1119,988,2111,37,50,91,19,19,39,137,173,312,6,8,17,6,10,13,6,6,12,0,5,6,3,0,3,0,0,0,0,0,0,182,224,406,19,23,41,0,7,6,246,295,537,175,170,340,1533,1453,2989
POA3725,250,242,490,4,6,10,0,4,6,20,19,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,26,51,0,0,0,0,0,0,29,29,59,48,32,75,322,301,624
POA3726,163,154,316,7,4,9,0,3,3,5,11,16,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,23,0,3,3,0,0,0,12,20,36,27,24,50,203,202,405
POA3727,144,105,250,0,0,0,0,0,0,11,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,15,0,0,0,0,0,0,13,5,17,17,18,36,174,125,300
POA3728,257,256,513,3,9,17,7,6,10,14,17,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,18,44,3,0,0,0,0,0,29,37,62,23,27,53,314,315,626
POA3730,3209,3338,6552,269,271,540,56,65,118,207,224,435,18,21,37,3,4,7,15,12,32,0,0,0,3,0,3,0,0,0,0,0,0,298,328,626,19,15,33,19,23,37,604,637,1244,480,474,960,4300,4447,8749
POA3732,245,238,483,15,12,23,0,3,5,13,7,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,16,29,0,0,0,0,0,0,33,23,54,20,26,48,294,285,581
POA3733,79,95,177,0,4,4,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,7,8,8,15,28,96,115,216
POA3735,259,243,505,7,3,14,0,0,0,13,7,19,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,26,0,0,0,0,0,0,23,18,45,20,26,48,307,296,600
POA3737,1701,1733,3428,114,106,216,13,15,27,93,100,189,5,3,12,0,0,0,3,4,10,6,7,13,3,3,10,0,0,0,0,0,0,117,136,257,8,13,18,4,3,9,242,252,492,163,181,347,2107,2163,4272
POA3738,90,89,171,3,3,5,0,0,3,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,9,0,0,0,0,0,0,7,6,15,16,12,30,105,112,215
POA3739,84,83,173,0,0,0,0,0,0,7,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,12,0,0,0,0,0,0,5,10,14,15,13,29,109,105,214
POA3740,404,444,851,37,31,74,3,9,12,14,17,29,3,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,32,53,0,0,0,0,0,0,60,62,124,39,47,88,512,553,1068
POA3741,1133,1132,2265,67,101,165,15,17,37,81,78,153,6,14,24,3,0,6,7,4,9,0,0,0,0,0,0,0,0,0,0,0,0,116,113,229,8,21,32,0,0,0,201,228,432,180,203,380,1508,1559,3073
POA3744,196,177,371,13,8,19,6,3,9,4,9,9,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,11,19,24,0,5,9,0,0,0,23,27,50,17,7,29,232,215,452
POA3746,165,154,319,4,6,8,4,0,9,9,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,16,0,0,0,0,0,0,18,16,28,21,12,35,200,177,380
POA3747,1665,1859,3522,99,115,216,15,22,40,101,109,209,3,9,11,4,3,3,3,0,3,0,4,4,3,3,7,3,4,5,0,0,0,129,155,289,0,10,10,3,3,7,239,278,518,372,184,556,2276,2324,4602
POA3749,752,799,1550,26,40,67,15,17,29,33,60,93,4,4,8,0,0,0,6,11,17,0,0,0,0,0,0,0,0,0,0,0,0,63,87,153,0,3,0,0,0,0,93,135,225,52,43,96,896,974,1867
POA3750,2915,2900,5811,81,68,148,18,29,50,902,874,1783,7,4,15,6,4,8,4,3,9,4,4,7,3,4,10,0,0,0,0,0,0,950,928,1883,115,155,270,0,6,4,1147,1162,2303,313,327,641,4372,4393,8764
POA3751,126,98,232,4,0,6,0,0,0,0,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,5,7,16,15,16,30,149,119,269
POA3752,9636,9969,19605,168,166,336,37,46,83,926,958,1883,24,28,50,17,14,31,23,25,45,3,3,9,3,3,6,0,0,0,0,0,0,1028,1071,2105,133,168,304,20,29,48,1358,1434,2791,641,679,1317,11631,12085,23709
POA3753,862,818,1674,23,25,51,13,6,18,164,158,321,3,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,184,178,355,5,6,8,0,0,3,214,213,425,91,91,178,1161,1111,2274
POA3754,13326,13949,27274,634,632,1270,59,75,129,2389,2644,5038,59,77,134,11,11,23,22,28,49,9,11,15,11,12,18,8,10,15,0,0,0,2567,2860,5424,202,237,438,25,22,42,3420,3751,7176,1158,1249,2412,17910,18957,36863
POA3755,111,114,227,0,0,0,0,0,0,10,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,14,0,0,0,0,0,0,10,8,14,4,6,10,129,121,252
POA3756,4555,4551,9108,230,251,477,12,12,23,485,463,952,10,12,20,7,3,11,0,0,0,0,0,3,5,8,11,0,0,0,0,0,0,526,490,1014,24,23,46,9,10,17,786,773,1554,523,556,1073,5860,5878,11740
POA3757,3616,3545,7159,113,165,278,6,10,19,336,333,670,11,10,20,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363,355,719,15,17,28,4,4,9,490,541,1026,328,358,684,4431,4439,8874
POA3758,968,866,1836,14,21,36,0,0,0,51,52,102,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,57,109,4,4,13,0,0,5,80,79,162,86,68,160,1133,1020,2149
POA3759,435,462,893,0,0,4,0,0,0,27,43,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,44,73,0,4,4,0,0,0,34,48,80,34,48,78,503,554,1056
POA3760,159,164,320,0,0,0,0,0,0,12,12,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,28,0,0,0,0,0,0,12,12,28,13,8,22,183,188,367
POA3761,532,473,1006,5,4,15,0,0,0,33,36,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,37,71,0,0,0,0,0,0,46,49,90,56,61,120,631,589,1216
POA3762,58,48,102,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,3,3,5,10,16,20,69,65,131
POA3763,647,578,1224,23,16,32,0,3,3,60,56,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,63,124,0,0,3,0,0,0,87,72,160,70,62,134,799,717,1522
POA3764,3489,3522,7010,195,228,423,14,23,37,350,382,734,26,20,42,3,3,8,10,9,16,0,3,4,5,3,4,0,0,0,0,0,0,407,438,849,25,48,79,3,4,9,633,718,1359,328,384,713,4457,4623,9076
POA3765,2736,2884,5615,25,30,51,0,3,6,260,244,500,0,3,3,0,0,0,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,263,252,516,12,15,29,14,10,24,310,308,622,228,222,450,3276,3415,6690
POA3766,536,505,1045,9,3,13,0,0,0,52,37,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,35,88,0,3,9,0,0,0,59,47,108,35,40,76,636,590,1230
POA3767,502,497,991,11,14,23,0,0,0,45,64,114,3,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,45,73,118,0,3,4,0,0,0,61,88,146,41,56,98,602,632,1234
