POA_CODE_2016,P_EducTrain_GD_GC,P_EducTrain_BD,P_EducTrain_AdD_D,P_EducTrain_Cert,P_EducTrain_ID_NS,P_EducTrain_ToT,P_HealthCareSocA_PD,P_HealthCareSocA_GD_GC,P_HealthCareSocA_BD,P_HealthCareSocA_AdD_D,P_HealthCareSocA_Cert,P_HealthCareSocA_ID_NS,P_HealthCareSocA_ToT,P_ArtRecServ_PD,P_ArtRecServ_GD_GC,P_ArtRecServ_BD,P_ArtRecServ_AdD_D,P_ArtRecServ_Cert,P_ArtRecServ_ID_NS,P_ArtRecServ_ToT,P_OthServ_PD,P_OthServ_GD_GC,P_OthServ_BD,P_OthServ_AdD_D,P_OthServ_Cert,P_OthServ_ID_NS,P_OthServ_ToT,P_ID_NS_PD,P_ID_NS_GD_GC,P_ID_NS_BD,P_ID_NS_AdD_D,P_ID_NS_Cert,P_ID_NS_ID_NS,P_ID_NS_ToT,P_ToT_PD,P_ToT_GD_GC,P_ToT_BD,P_ToT_AdD_D,P_ToT_Cert,P_ToT_ID_NS,P_ToT_ToT
POA3852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,35,10,12,3,63
POA3854,3,29,5,16,0,54,3,3,27,3,31,3,66,0,0,3,0,3,0,4,0,0,4,0,21,0,24,0,0,4,4,9,5,21,7,16,92,57,262,25,456
POA3856,6,11,9,4,0,34,0,4,11,11,17,5,49,0,0,0,0,0,0,0,0,0,0,3,8,0,6,0,0,0,0,9,0,7,7,11,42,48,158,15,279
POA3857,0,8,0,0,0,13,7,0,4,5,5,0,17,0,0,3,0,0,0,7,0,0,0,0,3,0,4,0,0,3,0,0,0,4,10,0,26,25,53,10,120
POA3858,6,33,3,18,3,68,0,0,27,29,38,6,109,3,0,3,4,3,0,11,0,0,0,3,22,0,33,0,0,0,5,17,12,37,14,12,114,110,407,56,719
POA3859,3,3,3,6,0,14,3,4,8,11,10,3,35,0,0,0,0,3,0,7,0,0,0,0,10,0,10,0,0,0,0,3,0,6,7,10,45,37,136,12,249
POA3860,42,104,27,44,10,234,21,21,97,70,112,9,335,0,3,4,8,7,0,26,0,3,5,8,75,5,93,0,0,9,14,51,9,84,60,86,361,296,1047,112,1958
POA3862,9,36,10,27,0,90,0,19,38,31,50,3,137,3,0,0,5,4,0,17,0,0,6,6,34,0,45,0,0,3,9,22,10,42,23,37,163,152,506,49,924
POA3864,5,3,0,0,0,10,0,0,0,6,0,0,10,0,0,3,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,8,18,17,28,0,68
POA3865,5,3,3,3,0,12,0,0,7,4,13,0,23,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,16,13,72,5,107
POA3869,7,23,7,10,3,69,3,3,22,9,23,3,66,0,0,0,0,3,0,6,0,0,4,0,14,0,22,0,0,0,3,11,3,22,18,21,98,74,266,32,508
POA3870,11,16,4,7,0,42,3,3,19,19,17,3,66,0,0,0,0,3,0,6,0,0,0,0,4,3,10,0,0,6,3,7,0,17,20,23,75,62,170,22,363
POA3871,20,42,12,19,0,96,3,4,48,34,47,4,140,0,0,3,0,3,0,6,0,0,7,3,13,0,21,0,0,3,7,13,5,30,22,37,180,148,381,50,813
POA3873,0,5,0,3,0,9,0,0,3,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,16,21,50,3,91
POA3874,6,8,0,0,0,18,0,3,4,3,9,0,14,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,4,0,4,4,6,23,13,81,7,141
POA3875,56,213,77,120,14,520,61,92,242,221,297,39,947,3,0,12,16,19,3,53,0,3,13,36,190,10,256,0,0,20,25,77,26,151,153,202,883,810,2393,282,4720
POA3878,10,14,7,6,0,45,0,7,22,9,15,0,54,0,0,0,0,6,0,3,0,0,0,0,5,0,6,0,0,0,0,8,0,10,9,16,69,46,132,15,286
POA3880,16,39,20,21,4,113,7,6,53,38,49,4,164,0,0,0,3,4,0,8,0,0,0,3,23,0,32,0,0,8,3,21,4,34,38,42,143,135,386,36,785
POA3882,0,10,3,9,0,28,3,0,14,14,19,6,45,0,0,0,0,3,0,3,0,0,0,3,10,0,16,0,0,0,0,12,3,20,5,10,37,50,173,23,298
POA3885,13,23,4,9,0,54,3,6,24,26,36,11,102,0,0,0,3,9,0,15,0,0,0,3,15,0,16,0,0,3,0,9,3,16,13,22,76,93,259,34,499
POA3886,3,5,0,0,0,9,0,0,8,7,7,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,8,0,5,18,9,51,10,86
POA3887,3,4,0,0,0,7,0,0,3,4,7,0,16,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,3,3,0,3,11,6,27,10,60
POA3888,21,50,13,17,3,113,9,9,29,35,42,9,139,0,0,6,3,4,3,16,0,0,0,3,16,0,25,0,0,0,6,6,10,28,23,32,142,139,309,66,712
POA3889,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,8,18,0,30
POA3890,4,3,0,5,0,14,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,10,11,27,3,48
POA3891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,3,13,0,26
POA3892,9,21,5,9,0,52,4,3,6,7,10,0,33,0,0,4,0,4,0,5,0,0,0,0,7,0,8,0,0,0,0,0,0,3,12,16,58,33,111,15,240
POA3893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10
POA3895,0,0,0,0,0,5,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,7,10,28,3,53
POA3896,7,11,0,3,0,20,0,0,3,4,3,0,16,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,5,30,12,42,8,100
POA3898,5,10,0,7,0,29,4,0,6,8,6,0,26,0,0,0,0,0,0,4,0,0,0,0,8,0,8,0,0,3,0,4,0,8,10,11,42,48,92,14,212
POA3900,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,5,25
POA3902,0,3,0,4,0,6,0,0,5,3,7,4,15,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,3,3,6,3,3,15,21,57,13,107
POA3903,3,13,0,7,0,21,0,3,6,9,10,0,32,0,0,0,0,0,0,0,0,0,0,3,8,0,7,0,0,0,0,9,0,8,3,10,28,32,103,12,184
POA3904,5,15,3,6,0,30,3,9,23,15,17,0,64,0,0,0,0,3,0,3,0,0,0,3,3,3,10,0,0,3,3,5,0,12,19,15,84,72,177,19,378
POA3909,24,69,33,29,0,177,15,27,82,64,111,13,305,0,0,3,4,9,0,22,0,0,7,8,59,5,85,0,0,4,12,37,15,67,54,66,263,268,919,108,1671
POA3910,136,359,134,151,18,863,42,70,300,276,421,54,1173,0,5,21,23,63,11,117,0,8,30,76,239,17,370,3,4,41,44,181,41,312,190,288,1391,1439,3983,343,7629
POA3911,12,42,13,11,0,87,12,9,37,32,47,14,142,0,0,0,3,3,0,9,0,0,8,8,49,3,67,0,0,3,7,25,5,48,30,33,202,193,555,56,1070
POA3912,57,211,86,102,17,519,39,36,192,199,271,38,775,3,0,9,20,47,4,92,3,3,18,42,199,7,271,0,3,18,28,124,38,210,140,163,798,951,2526,229,4811
POA3913,13,34,23,15,4,106,5,7,48,55,56,11,185,0,0,0,6,13,0,17,0,0,4,15,50,0,75,0,0,11,11,24,3,46,33,36,189,239,586,51,1131
POA3915,21,53,26,44,9,156,14,22,67,89,185,22,387,0,3,8,4,16,0,35,4,3,9,11,102,7,134,0,0,11,7,76,30,130,57,63,278,403,1367,131,2294
POA3916,6,28,7,3,0,55,10,3,14,11,0,0,32,0,0,0,0,0,0,4,0,0,0,0,3,0,6,0,0,11,0,3,0,19,46,19,99,50,81,13,299
POA3918,12,53,16,16,3,109,11,14,49,47,57,6,182,0,0,3,7,12,0,21,0,0,4,3,45,0,61,3,0,5,4,23,7,43,33,39,206,222,603,51,1154
POA3919,6,23,20,26,3,87,0,3,28,40,84,10,173,0,0,0,0,10,0,21,0,0,3,8,27,0,34,0,0,0,4,21,4,32,22,22,104,174,552,52,915
POA3920,0,3,0,0,0,4,0,0,7,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,48,66,308,12,463
POA3921,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,5,9,0,26
POA3922,27,100,16,12,0,177,19,22,79,59,82,14,275,3,3,36,37,43,7,137,0,0,12,8,57,3,78,0,0,3,6,29,17,60,72,87,404,364,860,120,1907
POA3923,3,4,4,3,0,12,0,0,11,6,3,3,19,0,0,0,4,5,0,12,0,0,0,0,7,0,7,0,0,0,0,3,0,3,0,5,26,25,64,4,132
POA3925,21,73,18,15,0,142,7,11,48,26,36,3,134,5,0,17,15,23,0,57,0,0,3,8,22,3,29,0,0,7,4,19,3,32,45,47,251,185,440,50,1016
POA3926,25,89,22,10,3,165,18,11,53,40,26,16,171,0,0,11,3,8,3,29,3,0,3,4,12,0,21,0,4,8,10,11,8,37,82,74,318,225,354,62,1120
POA3927,18,40,13,17,4,107,11,9,35,11,12,0,81,0,0,3,3,3,4,13,0,0,3,3,3,0,11,0,0,8,0,4,3,16,52,41,163,98,164,21,543
POA3928,3,8,0,0,0,13,3,4,9,3,3,0,25,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,3,0,8,6,7,63,18,34,3,136
POA3929,5,6,0,0,0,17,9,0,20,6,0,0,43,0,0,3,0,3,0,8,0,0,0,0,0,0,4,0,0,0,6,3,0,15,29,15,93,51,70,11,274
POA3930,112,374,115,48,17,830,129,91,437,175,113,32,986,6,9,38,18,36,6,122,7,3,33,36,98,7,185,21,10,71,43,67,30,240,649,371,2099,1118,1498,210,5943
POA3931,127,373,116,103,16,850,114,85,437,282,328,53,1303,10,8,34,38,50,14,156,8,3,39,57,180,5,292,11,8,49,54,134,38,302,385,351,1708,1348,2714,287,6793
POA3933,5,12,6,8,0,37,7,0,10,4,5,3,39,0,0,0,4,13,0,20,0,0,0,3,6,0,11,0,0,4,4,0,0,15,29,9,84,63,141,28,349
POA3934,113,375,123,87,25,810,94,91,383,190,196,36,995,4,3,33,33,42,7,123,18,3,30,46,134,5,230,9,13,48,58,87,22,235,368,333,1649,1244,2117,243,5947
POA3936,43,160,37,45,15,340,45,35,148,106,138,17,489,0,4,11,10,7,0,33,6,0,16,28,95,6,150,4,0,17,29,81,16,144,133,117,701,547,1395,140,3040
POA3937,10,40,3,3,0,77,7,8,37,11,12,0,77,0,0,4,3,3,0,16,0,0,0,3,5,0,4,0,0,10,0,4,4,19,53,35,206,79,137,17,530
POA3938,15,49,14,12,3,104,10,9,37,23,22,11,119,0,0,3,3,6,0,20,4,0,3,5,23,0,35,0,0,3,6,9,6,29,41,40,194,145,335,42,794
POA3939,57,148,55,50,14,351,28,44,149,148,244,16,635,3,0,20,22,39,9,103,0,3,14,23,138,0,180,3,4,14,17,60,34,136,126,139,630,666,1819,198,3579
POA3940,15,21,11,15,0,72,7,3,38,48,71,6,185,3,0,5,3,12,0,26,0,0,5,7,35,4,49,0,0,9,7,17,12,47,23,24,126,179,446,59,854
POA3941,55,149,50,44,12,346,24,24,120,106,139,19,443,4,5,15,22,28,3,76,3,0,16,21,91,3,136,0,6,18,23,68,28,136,111,146,659,594,1563,174,3237
POA3942,8,28,16,8,0,67,3,4,23,13,15,0,59,4,0,10,0,0,4,17,0,0,3,5,8,0,22,3,0,7,4,7,3,27,48,26,128,129,230,39,595
POA3943,6,17,8,0,0,38,3,3,29,5,7,3,54,0,0,9,0,5,0,11,0,0,0,0,3,0,8,0,0,9,4,9,0,21,21,19,146,65,101,20,370
POA3944,0,4,0,0,0,4,4,0,3,0,0,0,8,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,3,0,7,22,8,60,12,25,10,135
POA3945,3,18,5,3,0,38,8,3,8,10,12,0,36,0,0,4,0,3,0,3,0,0,0,4,15,0,15,0,0,0,0,9,4,16,17,8,57,63,155,14,322
POA3946,0,0,0,0,0,8,3,0,3,3,3,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,3,3,0,7,9,32,3,61
POA3950,19,44,19,16,8,119,8,13,51,35,81,16,208,0,3,0,3,3,3,14,0,0,4,5,51,3,62,0,0,0,4,30,18,55,32,54,211,168,653,84,1211
POA3951,0,11,8,3,0,26,9,8,9,8,13,0,46,0,0,3,0,4,0,7,0,0,0,0,11,0,14,0,0,3,0,3,0,6,16,14,69,46,143,18,313
POA3953,30,104,23,34,6,229,24,30,103,91,95,12,349,3,0,3,7,10,0,24,3,0,4,5,69,4,88,0,0,5,20,37,8,70,81,91,393,330,1046,109,2047
POA3954,3,8,3,0,0,14,0,3,0,6,4,0,16,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,3,4,11,42,19,58,9,136
POA3956,10,24,6,8,0,55,5,7,21,22,17,4,74,3,0,3,5,6,0,17,0,0,0,9,19,0,29,3,0,8,6,20,5,34,20,34,130,120,322,29,656
POA3957,0,5,0,3,0,9,0,0,5,3,3,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,0,12,23,48,3,92
POA3958,0,3,0,3,0,5,0,0,3,3,8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,14,17,37,3,78
POA3959,9,13,3,3,0,34,7,6,21,9,3,0,44,0,0,5,0,3,5,14,0,0,0,3,5,0,5,3,0,0,0,6,0,11,16,23,77,51,124,16,310
POA3960,4,27,15,6,0,65,6,3,28,28,20,9,92,4,3,10,5,15,0,39,0,0,3,3,20,0,26,0,0,3,3,8,8,27,41,28,139,110,267,38,633
POA3962,0,5,0,3,0,11,4,3,8,5,17,0,34,0,0,0,0,0,0,0,0,0,0,0,11,0,9,0,0,0,3,7,0,6,11,4,32,34,127,17,220
POA3964,0,3,0,0,0,5,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5,3,30,0,39
POA3965,0,0,0,0,0,3,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,3,3,0,28,13,41
POA3966,0,0,3,0,0,3,0,0,4,6,3,0,15,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,3,17,29,69,9,128
POA3967,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,18,0,34
POA3971,13,35,11,19,5,90,6,4,47,37,76,6,183,0,0,0,3,0,0,3,0,0,4,3,29,0,37,0,0,6,3,17,4,31,24,34,148,133,489,55,886
POA3975,35,125,46,38,7,331,79,31,315,170,185,27,812,3,0,12,8,16,3,37,11,3,30,35,95,6,180,36,4,62,37,81,31,242,599,155,1560,965,1405,196,4881
POA3976,32,112,72,67,9,354,68,32,240,288,409,46,1078,0,3,5,11,21,3,45,4,3,31,58,162,10,267,14,3,72,65,139,82,369,370,113,1297,1273,2672,401,6127
POA3977,210,788,372,323,49,2024,305,229,1330,1205,1410,168,4647,14,7,70,100,183,25,395,28,9,114,237,897,58,1342,68,16,185,239,634,249,1388,1735,771,5911,5846,12061,1344,27666
POA3978,32,145,44,33,3,304,55,31,256,154,124,16,634,3,0,12,16,22,3,49,3,0,22,35,88,3,151,9,0,30,34,56,33,170,321,115,1070,869,1283,137,3796
POA3979,0,0,0,0,0,9,0,0,11,4,0,0,17,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,27,16,34,5,88
POA3980,7,30,26,20,0,98,3,5,26,31,53,5,120,0,0,3,0,3,3,16,0,0,3,3,33,3,42,0,3,7,9,27,9,55,16,21,121,168,589,53,952
POA3981,20,36,15,35,3,111,4,11,31,48,56,10,163,3,0,0,3,14,0,21,0,0,7,3,71,4,85,0,0,3,6,33,7,54,19,32,158,218,802,87,1309
POA3984,20,29,11,18,4,92,5,13,29,38,70,11,174,0,0,4,4,13,3,25,0,0,6,5,46,0,57,3,0,4,5,30,10,57,28,42,141,166,672,93,1152
POA3987,3,12,0,4,0,23,3,3,4,8,23,0,41,0,0,0,0,3,4,10,0,0,0,0,17,3,20,0,0,3,3,17,5,32,10,8,46,49,262,25,404
POA3988,3,7,3,5,0,28,0,0,9,12,8,0,37,0,0,0,0,0,0,0,0,0,0,3,10,0,18,0,0,0,3,8,3,18,4,10,46,67,147,22,295
POA3990,0,0,0,0,0,3,0,0,5,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,23,3,45
POA3991,0,0,0,0,0,0,0,0,0,7,0,0,6,0,0,0,0,3,0,3,0,0,0,0,7,0,5,0,0,0,0,0,3,7,0,0,4,20,46,8,80
POA3992,7,12,3,4,0,30,0,3,8,6,21,0,48,0,0,0,0,7,0,7,0,0,0,0,8,0,8,0,0,0,0,10,0,10,6,10,45,45,164,17,285
POA3995,40,61,33,40,3,193,23,23,122,77,163,29,436,0,3,14,10,24,0,43,0,0,8,18,85,4,119,5,3,13,12,44,18,87,69,96,376,327,1205,159,2236
POA3996,37,114,21,29,4,229,29,21,84,53,56,12,251,0,0,7,10,9,0,33,0,0,4,13,35,0,49,3,0,13,13,32,12,73,100,88,393,263,551,74,1471
