POA_CODE_2016,POL_Greek_SEO,POL_Greek_SOLSE_VWorW,POL_Greek_SOLSE_NWorNAA,POL_Greek_SOLSE_Tot,POL_Greek_NS,POL_Greek_Tot,POL_IAL_Bengali_SEO,POL_IAL_Bengali_SOLSE_VWorW,POL_IAL_Bengali_SOLSE_NWorNAA,POL_IAL_Bengali_SOLSE_Tot,POL_IAL_Bengali_NS,POL_IAL_Bengali_Tot,POL_IAL_Hindi_SEO,POL_IAL_Hindi_SOLSE_VWorW,POL_IAL_Hindi_SOLSE_NWorNAA,POL_IAL_Hindi_SOLSE_Tot,POL_IAL_Hindi_NS,POL_IAL_Hindi_Tot,POL_IAL_Punjabi_SEO,POL_IAL_Punjabi_SOLSE_VWorW,POL_IAL_Punjabi_SOLSE_NWorNAA,POL_IAL_Punjabi_SOLSE_Tot,POL_IAL_Punjabi_NS,POL_IAL_Punjabi_Tot,POL_IAL_Sinhalese_SEO,POL_IAL_Sinhalese_SOLSE_VWorW,POL_IAL_Sinhale_SOLSE_NWorNAA,POL_IAL_Sinhalese_SOLSE_Tot,POL_IAL_Sinhalese_NS,POL_IAL_Sinhalese_Tot,POL_IAL_Urdu_SEO,POL_IAL_Urdu_SOLSE_VWorW,POL_IAL_Urdu_SOLSE_NWorNAA,POL_IAL_Urdu_SOLSE_Tot,POL_IAL_Urdu_NS,POL_IAL_Urdu_Tot,POL_IAL_Oth_SEO,POL_IAL_Oth_SOLSE_VWorW,POL_IAL_Oth_SOLSE_NWorNAA,POL_IAL_Oth_SOLSE_Tot,POL_IAL_Oth_NS,POL_IAL_Oth_Tot,POL_IAL_Tot_SEO,POL_IAL_Tot_SOLSE_VWorW,POL_IAL_Tot_SOLSE_NWorNAA,POL_IAL_Tot_SOLSE_Tot,POL_IAL_Tot_NS,POL_IAL_Tot_Tot,POL_Italian_SEO,POL_Italian_SOLSE_VWorW,POL_Italian_SOLSE_NWorNAA,POL_Italian_SOLSE_Tot,POL_Italian_NS,POL_Italian_Tot,POL_Japanese_SEO,POL_Japanese_SOLSE_VWorW,POL_Japanese_SOLSE_NWorNAA,POL_Japanese_SOLSE_Tot,POL_Japanese_NS,POL_Japanese_Tot,POL_Korean_SEO,POL_Korean_SOLSE_VWorW,POL_Korean_SOLSE_NWorNAA,POL_Korean_SOLSE_Tot,POL_Korean_NS,POL_Korean_Tot,POL_Macedonian_SEO,POL_Macedonian_SOLSE_VWorW,POL_Macedonian_SOLSE_NWorNAA,POL_Macedonian_SOLSE_Tot,POL_Macedonian_NS,POL_Macedonian_Tot,POL_Maltese_SEO,POL_Maltese_SOLSE_VWorW,POL_Maltese_SOLSE_NWorNAA,POL_Maltese_SOLSE_Tot,POL_Maltese_NS,POL_Maltese_Tot,POL_Persian_ED_SEO,POL_Persian_ED_SOLSE_VWorW,POL_Persian_ED_SOLSE_NWorNAA,POL_Persian_ED_SOLSE_Tot,POL_Persian_ED_NS,POL_Persian_ED_Tot,POL_Polish_SEO,POL_Polish_SOLSE_VWorW,POL_Polish_SOLSE_NWorNAA,POL_Polish_SOLSE_Tot,POL_Polish_NS,POL_Polish_Tot,POL_Russian_SEO,POL_Russian_SOLSE_VWorW,POL_Russian_SOLSE_NWorNAA,POL_Russian_SOLSE_Tot,POL_Russian_NS,POL_Russian_Tot,POL_Samoan_SEO,POL_Samoan_SOLSE_VWorW,POL_Samoan_SOLSE_NWorNAA,POL_Samoan_SOLSE_Tot,POL_Samoan_NS,POL_Samoan_Tot,POL_Serbian_SEO,POL_Serbian_SOLSE_VWorW,POL_Serbian_SOLSE_NWorNAA,POL_Serbian_SOLSE_Tot,POL_Serbian_NS,POL_Serbian_Tot,POL_SAL_Filipino_SEO,POL_SAL_Filipino_SOLSE_VWorW,POL_SAL_Filipin_SOLSE_NWorNAA,POL_SAL_Filipino_SOLSE_Tot,POL_SAL_Filipino_NS,POL_SAL_Filipino_Tot,POL_SAL_Indonesian_SEO,POL_SAL_Indonesia_SOLSE_VWorW,POL_SAL_Indones_SOLSE_NWorNAA,POL_SAL_Indonesian_SOLSE_Tot,POL_SAL_Indonesian_NS,POL_SAL_Indonesian_Tot,POL_SAL_Tagalog_SEO,POL_SAL_Tagalog_SOLSE_VWorW,POL_SAL_Tagalog_SOLSE_NWorNAA,POL_SAL_Tagalog_SOLSE_Tot,POL_SAL_Tagalog_NS,POL_SAL_Tagalog_Tot,POL_SAL_Oth_SEO,POL_SAL_Oth_SOLSE_VWorW,POL_SAL_Oth_SOLSE_NWorNAA,POL_SAL_Oth_SOLSE_Tot,POL_SAL_Oth_NS,POL_SAL_Oth_Tot,POL_SAL_Tot_SEO,POL_SAL_Tot_SOLSE_VWorW,POL_SAL_Tot_SOLSE_NWorNAA,POL_SAL_Tot_SOLSE_Tot,POL_SAL_Tot_NS,POL_SAL_Tot_Tot,POL_Spanish_SEO,POL_Spanish_SOLSE_VWorW,POL_Spanish_SOLSE_NWorNAA,POL_Spanish_SOLSE_Tot,POL_Spanish_NS,POL_Spanish_Tot,POL_Tamil_SEO,POL_Tamil_SOLSE_VWorW,POL_Tamil_SOLSE_NWorNAA,POL_Tamil_SOLSE_Tot,POL_Tamil_NS,POL_Tamil_Tot,POL_Thai_SEO,POL_Thai_SOLSE_VWorW,POL_Thai_SOLSE_NWorNAA,POL_Thai_SOLSE_Tot,POL_Thai_NS,POL_Thai_Tot,POL_Turkish_SEO,POL_Turkish_SOLSE_VWorW,POL_Turkish_SOLSE_NWorNAA,POL_Turkish_SOLSE_Tot,POL_Turkish_NS,POL_Turkish_Tot,POL_Vietnamese_SEO,POL_Vietnamese_SOLSE_VWorW,POL_Vietnamese_SOLSE_NWorNAA,POL_Vietnamese_SOLSE_Tot,POL_Vietnamese_NS,POL_Vietnamese_Tot,POL_Oth_SEO,POL_Oth_SOLSE_VWorW,POL_Oth_SOLSE_NWorNAA,POL_Oth_SOLSE_Tot,POL_Oth_NS,POL_Oth_Tot,POL_Tot_SEO,POL_Tot_SOLSE_VWorW,POL_Tot_SOLSE_NWorNAA,POL_Tot_SOLSE_Tot,POL_Tot_NS,POL_Tot_Tot,P_LSatH_NS_SEO,P_LSatH_NS_SOLSE_VWorW,P_LSatH_NS_SOLSE_NWorNAA,P_LSatH_NS_SOLSE_Tot,P_LSatH_NS_NS,P_LSatH_NS_Tot,P_Tot_SEO,P_Tot_SOLSE_VWorW,P_Tot_SOLSE_NWorNAA,P_Tot_SOLSE_Tot,P_Tot_NS,P_Tot_Tot
POA3202,..,70,11,77,0,77,..,7,0,7,0,7,..,18,0,18,0,19,..,0,0,0,0,0,..,11,0,11,0,11,..,0,0,0,0,0,..,9,3,15,0,15,..,46,3,52,0,49,..,41,15,50,0,50,..,12,3,15,0,11,..,3,0,6,0,6,..,4,0,4,0,4,..,4,0,4,0,4,..,16,0,17,0,17,..,19,0,19,0,19,..,81,8,91,0,94,..,0,0,0,0,0,..,13,0,12,0,12,..,23,0,21,0,21,..,7,0,6,0,6,..,18,0,17,0,17,..,3,0,3,0,3,..,47,5,51,0,51,..,16,0,19,0,19,..,22,0,22,0,22,..,3,0,9,0,9,..,6,0,6,0,6,..,16,3,22,0,22,..,103,14,117,0,121,..,759,130,882,6,892,..,11,3,15,169,187,1833,763,130,901,179,2907
POA3204,..,973,187,1154,18,1174,..,39,0,40,0,40,..,353,14,372,0,373,..,116,9,121,0,121,..,63,0,65,0,65,..,34,0,36,0,36,..,273,39,316,3,313,..,879,71,944,5,951,..,411,34,443,4,446,..,210,53,257,0,264,..,186,54,245,0,242,..,33,7,35,0,35,..,12,0,12,0,12,..,39,3,41,0,38,..,172,10,190,0,191,..,750,131,884,7,897,..,8,0,8,0,8,..,87,4,96,0,96,..,38,0,38,0,38,..,62,0,63,0,63,..,54,0,49,0,49,..,14,0,14,0,14,..,162,0,167,0,167,..,193,13,204,0,202,..,107,7,116,0,116,..,59,8,69,0,72,..,35,0,36,0,36,..,153,19,167,3,175,..,1024,102,1127,26,1152,..,8039,1410,9449,88,9535,..,56,10,64,1190,1261,19844,8097,1421,9513,1279,30635
POA3205,..,222,79,301,4,303,..,9,0,9,0,9,..,61,0,68,0,69,..,3,0,3,0,3,..,9,0,9,0,9,..,13,0,13,0,13,..,21,0,21,0,21,..,120,3,124,0,122,..,112,11,125,3,131,..,34,9,49,0,49,..,35,14,51,0,47,..,12,0,16,0,13,..,0,0,0,0,0,..,55,3,56,0,56,..,27,3,31,0,31,..,89,111,199,4,207,..,3,0,3,0,3,..,19,3,20,0,20,..,16,0,16,0,16,..,108,3,114,0,116,..,18,0,18,0,18,..,14,0,14,0,14,..,149,3,156,0,159,..,119,8,123,0,123,..,26,0,27,0,27,..,45,0,46,4,46,..,30,12,38,0,36,..,73,18,86,0,86,..,269,43,318,4,317,..,2176,436,2612,27,2638,..,25,6,32,995,1022,7257,2197,443,2644,1020,10920
POA3206,..,533,196,732,3,736,..,7,0,9,0,9,..,44,6,48,0,48,..,5,0,5,0,5,..,4,0,4,0,4,..,0,0,0,0,0,..,37,0,43,0,43,..,105,5,110,0,110,..,162,15,176,6,183,..,17,5,19,0,19,..,6,0,6,0,6,..,12,3,14,0,14,..,10,0,10,0,10,..,7,0,7,0,7,..,27,9,30,0,30,..,32,13,44,0,44,..,3,0,3,0,3,..,12,0,14,0,14,..,10,0,10,0,10,..,10,0,10,0,10,..,7,0,7,0,7,..,4,0,4,0,4,..,30,0,30,0,30,..,55,0,55,0,59,..,15,0,14,0,14,..,3,0,3,0,3,..,12,0,12,0,12,..,17,3,23,0,23,..,151,21,168,6,176,..,1520,290,1807,26,1835,..,31,3,34,677,703,7822,1551,294,1841,698,10359
POA3207,..,625,146,767,5,777,..,4,0,4,0,4,..,29,0,27,0,27,..,10,0,15,0,15,..,4,0,4,0,4,..,3,0,3,0,3,..,9,3,19,0,19,..,64,6,72,0,72,..,265,11,276,4,278,..,42,6,46,0,46,..,15,0,18,0,18,..,44,0,48,0,48,..,26,0,29,0,29,..,18,0,24,0,24,..,42,4,49,0,49,..,86,32,125,0,125,..,9,0,9,0,9,..,42,5,48,0,46,..,5,0,5,0,5,..,23,0,23,0,23,..,19,0,19,0,19,..,25,0,25,0,25,..,73,0,77,0,77,..,103,6,115,0,115,..,13,0,13,0,16,..,19,4,22,0,23,..,56,18,71,0,71,..,62,15,76,0,76,..,348,63,411,8,418,..,2675,402,3076,27,3106,..,24,0,25,1368,1390,11681,2696,397,3098,1400,16175
POA3211,..,10,0,10,0,13,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,13,0,13,0,13,..,13,3,14,0,14,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,20,0,20,0,20,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,14,0,17,3,18,..,99,12,109,6,111,..,3,0,3,131,136,1070,100,12,110,134,1322
POA3212,..,25,0,26,0,26,..,6,0,7,0,7,..,28,0,28,0,27,..,36,3,43,0,43,..,18,3,20,0,20,..,0,0,0,0,0,..,6,0,5,0,5,..,95,5,99,0,102,..,108,7,119,3,119,..,12,0,12,0,12,..,0,0,0,0,0,..,58,3,62,0,62,..,30,0,34,0,34,..,6,0,6,0,6,..,23,0,23,0,19,..,12,0,17,0,17,..,9,0,10,0,10,..,43,8,45,0,49,..,86,4,95,0,95,..,16,0,16,0,16,..,111,4,110,0,116,..,4,0,4,0,4,..,214,5,222,0,223,..,28,6,32,0,32,..,4,0,4,0,4,..,17,3,25,0,25,..,25,7,26,0,26,..,66,31,101,0,101,..,117,24,137,3,146,..,1216,142,1358,11,1373,..,32,4,38,1631,1673,13606,1247,152,1398,1647,16652
POA3213,..,24,3,29,0,29,..,0,0,0,0,0,..,0,0,0,0,0,..,28,3,26,0,26,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,33,3,33,0,33,..,68,3,74,0,74,..,0,0,0,0,0,..,7,3,8,0,8,..,78,5,82,0,82,..,0,0,0,0,0,..,0,0,0,0,0,..,17,5,22,0,22,..,18,0,18,0,18,..,0,0,0,0,0,..,20,0,19,0,19,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,4,0,3,..,17,0,14,0,17,..,12,3,19,0,19,..,0,0,0,0,0,..,4,4,4,0,4,..,7,0,11,0,11,..,43,17,55,0,60,..,113,21,131,4,138,..,595,78,675,5,678,..,4,0,4,205,212,3136,600,80,679,213,4033
POA3214,..,49,10,61,0,63,..,0,0,0,0,0,..,22,3,27,0,27,..,93,8,100,0,104,..,0,0,0,0,0,..,46,8,55,0,55,..,12,0,10,0,10,..,176,24,201,0,201,..,88,12,97,0,100,..,7,0,6,0,6,..,4,0,4,0,4,..,144,78,222,3,225,..,18,0,18,0,18,..,53,33,86,0,86,..,60,7,65,0,68,..,18,4,21,0,21,..,5,0,5,0,5,..,202,80,275,0,280,..,101,3,102,0,102,..,22,0,22,0,22,..,108,0,103,3,108,..,39,0,39,0,42,..,267,4,272,0,276,..,51,31,80,0,87,..,15,0,15,0,15,..,49,13,63,0,65,..,100,38,136,0,136,..,114,80,193,3,201,..,1101,707,1810,26,1831,..,3219,1276,4500,57,4555,..,77,18,95,1829,1923,17477,3293,1296,4591,1892,23964
POA3215,..,114,20,140,0,141,..,0,0,0,0,0,..,40,0,37,0,37,..,94,10,100,0,102,..,10,0,10,0,10,..,43,6,47,0,47,..,39,0,41,4,46,..,215,24,236,3,242,..,457,102,564,7,570,..,18,0,18,0,18,..,13,3,21,0,21,..,361,83,446,9,452,..,12,0,13,0,13,..,21,7,35,0,30,..,146,44,192,0,192,..,81,32,116,0,115,..,3,0,3,0,3,..,200,38,237,6,241,..,44,0,44,0,44,..,26,0,27,0,27,..,56,0,63,0,63,..,10,0,7,0,7,..,136,8,143,0,146,..,65,23,93,0,95,..,31,3,36,0,36,..,36,12,49,0,49,..,43,6,49,0,52,..,45,17,55,0,55,..,655,162,818,27,847,..,3923,855,4781,66,4849,..,71,4,72,1377,1448,14320,3995,861,4851,1445,20616
POA3216,..,137,20,155,3,157,..,79,12,92,0,92,..,206,0,206,0,211,..,217,19,239,0,239,..,114,6,124,0,120,..,76,7,81,0,81,..,85,7,90,0,93,..,787,50,831,6,838,..,362,35,397,3,395,..,100,6,100,0,100,..,50,12,65,0,65,..,77,8,78,0,81,..,16,0,16,0,16,..,182,22,205,0,205,..,65,10,73,0,73,..,31,0,38,0,38,..,0,0,0,0,0,..,62,3,62,4,68,..,61,3,61,0,61,..,81,0,84,0,84,..,85,0,85,0,85,..,45,4,43,0,48,..,274,7,278,3,277,..,126,11,131,0,138,..,95,4,95,0,95,..,39,3,43,0,43,..,24,6,28,0,27,..,106,15,119,0,119,..,783,109,892,20,914,..,4976,557,5533,56,5590,..,133,12,151,2500,2650,48045,5110,569,5677,2557,56284
POA3217,..,12,0,12,0,12,..,3,0,3,0,3,..,15,0,15,0,15,..,17,3,25,0,25,..,22,5,26,0,26,..,0,0,0,0,0,..,7,0,7,0,7,..,68,8,75,0,75,..,24,0,29,3,33,..,3,0,3,0,3,..,0,0,0,0,0,..,3,5,7,0,7,..,6,0,6,0,6,..,7,0,7,0,7,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,7,0,7,..,6,0,6,0,6,..,14,0,14,0,14,..,22,0,23,0,23,..,11,0,11,0,11,..,51,0,53,0,53,..,12,0,12,0,12,..,0,0,0,0,0,..,3,0,3,0,3,..,9,0,9,0,9,..,18,3,27,0,27,..,71,17,83,0,83,..,422,45,467,3,473,..,13,0,13,450,467,5668,440,45,482,462,6607
POA3218,..,39,17,53,0,53,..,3,0,3,0,3,..,47,4,54,0,54,..,57,3,65,6,64,..,16,0,16,0,16,..,16,0,21,0,21,..,60,0,64,0,63,..,206,12,214,4,220,..,205,43,254,8,261,..,20,0,19,0,19,..,9,3,8,0,8,..,68,13,80,0,80,..,3,0,3,0,3,..,35,7,39,0,39,..,17,0,17,0,12,..,6,0,5,0,5,..,0,0,0,0,0,..,17,0,22,0,23,..,7,0,11,0,11,..,11,3,16,0,16,..,19,3,19,0,19,..,6,0,4,0,4,..,41,7,48,0,48,..,34,3,38,0,38,..,3,0,3,0,3,..,9,0,9,0,9,..,8,0,5,0,5,..,18,3,22,0,22,..,176,26,206,5,213,..,1228,200,1422,20,1444,..,44,0,46,704,749,11241,1267,204,1465,727,13437
POA3219,..,73,17,88,3,91,..,0,0,0,0,0,..,45,6,52,0,52,..,78,8,84,0,87,..,22,3,30,0,30,..,4,3,10,0,10,..,38,0,38,0,38,..,193,19,210,3,210,..,189,29,220,10,226,..,13,3,18,0,18,..,3,3,9,0,9,..,11,3,10,3,14,..,9,0,13,0,13,..,4,5,9,0,9,..,15,0,22,0,19,..,10,0,9,0,9,..,10,0,10,0,10,..,41,12,51,0,51,..,38,0,38,0,38,..,11,0,11,0,6,..,49,0,54,0,54,..,16,0,16,0,16,..,111,0,116,0,117,..,34,10,44,0,43,..,5,0,5,0,5,..,20,4,28,0,28,..,6,3,8,0,8,..,30,15,39,0,39,..,207,36,250,9,257,..,1267,195,1458,35,1495,..,70,6,74,1203,1273,16945,1338,197,1537,1232,19715
POA3220,..,95,9,102,0,103,..,17,0,17,0,17,..,85,0,85,3,82,..,43,3,49,0,49,..,22,4,19,0,19,..,9,3,9,0,9,..,53,4,59,0,59,..,222,11,234,3,240,..,181,46,232,7,239,..,24,3,22,0,22,..,24,6,26,0,26,..,26,4,29,0,29,..,14,0,14,0,14,..,30,0,30,0,30,..,19,0,20,0,20,..,15,0,12,0,12,..,0,0,0,0,0,..,22,4,27,0,30,..,17,0,17,0,17,..,21,0,21,0,21,..,16,0,18,0,18,..,22,0,22,0,22,..,73,0,74,0,74,..,33,3,37,3,43,..,22,0,24,0,24,..,10,0,11,0,11,..,10,0,9,0,9,..,25,6,31,3,37,..,220,25,246,6,251,..,1611,219,1837,33,1868,..,28,4,32,1000,1037,13448,1642,224,1868,1031,16353
POA3221,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,19,0,19,0,19,..,3,0,3,60,64,671,21,0,21,60,749
POA3222,..,40,8,45,0,48,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,3,0,3,0,3,..,22,0,22,0,22,..,75,9,81,0,82,..,10,0,10,0,10,..,5,0,5,0,5,..,8,3,11,0,11,..,11,0,13,0,13,..,0,0,0,0,0,..,13,0,13,0,13,..,6,0,3,0,3,..,0,0,0,0,0,..,0,3,7,0,7,..,3,0,3,0,3,..,8,0,8,0,8,..,9,0,9,0,9,..,0,0,0,0,0,..,18,0,18,0,18,..,15,3,20,0,20,..,3,0,3,0,3,..,6,0,7,0,7,..,12,0,14,0,14,..,8,0,10,0,10,..,78,12,94,0,89,..,510,54,566,9,570,..,57,0,57,751,808,13579,571,52,621,755,14960
POA3223,..,84,28,116,0,111,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,76,7,86,3,92,..,7,0,7,0,7,..,0,0,0,0,0,..,10,0,10,0,10,..,59,4,68,0,65,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,3,0,3,0,3,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,11,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,11,0,11,..,35,7,42,0,44,..,407,61,463,8,474,..,21,0,21,556,579,6349,426,61,482,566,7397
POA3224,..,58,10,71,3,69,..,8,0,11,0,11,..,23,5,26,0,26,..,29,3,28,0,31,..,6,0,6,0,6,..,11,0,11,0,11,..,12,0,15,0,17,..,87,6,91,3,94,..,121,20,134,5,144,..,6,0,10,0,10,..,0,0,0,0,0,..,6,0,7,0,7,..,12,0,12,0,12,..,7,0,7,0,7,..,17,0,16,0,16,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,10,0,10,..,29,0,29,0,29,..,11,0,11,0,11,..,26,0,21,0,21,..,0,0,0,0,0,..,61,0,64,0,64,..,21,0,24,0,24,..,0,0,0,0,0,..,7,0,9,0,9,..,20,0,25,0,25,..,22,8,32,0,32,..,107,22,128,7,139,..,715,97,811,26,833,..,34,0,34,641,677,12677,753,97,849,660,14187
POA3225,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,3,7,0,7,..,7,3,7,0,7,..,18,0,16,0,16,..,4,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,3,3,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,3,3,0,3,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,17,8,23,0,23,..,116,23,135,0,138,..,9,0,8,277,289,3629,122,22,146,281,4058
POA3226,..,26,0,26,0,26,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,11,0,11,..,66,4,70,0,70,..,15,0,15,0,15,..,6,0,6,0,6,..,3,0,3,0,3,..,10,0,5,0,5,..,0,0,0,0,0,..,8,0,8,0,8,..,3,0,3,0,3,..,0,0,0,0,0,..,5,0,3,0,3,..,5,0,5,0,5,..,10,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,16,0,16,0,16,..,14,0,14,0,18,..,0,0,0,0,0,..,11,3,15,0,15,..,3,0,3,0,3,..,4,0,4,0,4,..,68,5,68,0,68,..,433,41,479,6,486,..,36,3,40,560,603,13076,470,46,519,566,14165
POA3227,..,9,0,9,0,9,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,9,0,9,0,9,..,12,0,12,0,12,..,4,0,4,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,19,6,20,0,20,..,107,8,114,0,117,..,3,0,4,314,320,4379,110,9,122,318,4819
POA3228,..,43,3,42,0,42,..,0,0,0,0,0,..,17,0,12,0,12,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,10,0,10,..,33,3,34,0,34,..,90,7,96,0,92,..,28,5,36,0,36,..,5,5,7,0,7,..,19,6,25,0,25,..,7,3,10,0,11,..,12,0,7,0,7,..,12,0,12,0,12,..,10,0,12,0,12,..,5,0,5,0,5,..,6,0,3,0,3,..,5,0,5,0,5,..,20,0,20,0,20,..,8,0,8,0,8,..,0,0,0,0,0,..,28,0,28,0,28,..,36,0,33,0,33,..,0,0,0,0,0,..,9,3,12,0,12,..,3,0,0,0,0,..,5,0,7,0,7,..,127,27,154,3,158,..,730,71,807,10,816,..,24,0,24,815,840,16287,760,71,831,820,17939
POA3230,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,11,0,11,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,12,0,12,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,8,0,8,..,54,5,62,3,66,..,0,0,3,138,140,2343,57,7,64,140,2545
POA3231,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,0,..,7,0,3,0,5,..,4,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,5,0,10,0,10,..,48,4,52,0,54,..,0,0,0,93,95,1108,48,4,51,95,1256
POA3232,..,13,0,13,0,13,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,9,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,5,0,5,0,5,..,0,0,0,0,0,..,16,0,16,0,16,..,6,0,6,0,6,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,21,3,22,0,22,..,91,4,103,0,103,..,5,0,5,119,121,890,94,4,100,122,1114
POA3233,..,31,0,37,0,36,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,5,0,5,0,5,..,0,0,0,0,0,..,5,0,5,0,5,..,14,0,19,0,19,..,3,0,4,0,5,..,6,0,7,0,7,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,5,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,6,0,6,..,3,0,3,0,3,..,0,0,0,0,0,..,3,3,3,0,3,..,0,0,5,0,5,..,0,0,0,0,0,..,17,0,18,0,18,..,130,23,154,6,154,..,7,0,7,192,201,1674,137,23,160,195,2030
