SSC_CODE_2016,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
SSC20642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,4,0,8,0,0,3,0,0,7,0,0,0,7,0,3,3,0,3,0,3,0,0,0,6,3,0,0,10,3,3,0,0,4,3,5,0,0,7,3,5,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,9,0,0,0,0,0,31,37,16,0,80
SSC20643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7
SSC20644,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,14,0,4,0,17,5,3,8,0,22,37,0,3,0,45,16,6,4,0,33,18,13,6,0,33,11,17,3,0,32,7,13,0,0,15,10,3,0,0,15,12,8,0,0,24,7,7,0,0,10,5,3,0,0,6,0,3,0,0,3,0,4,0,0,4,8,9,3,0,19,7,0,0,0,5,159,104,44,4,305
SSC20645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,6,0,0,0,0,0,9,16,3,0,32
SSC20646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0,0,16
SSC20647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,16
SSC20648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,10,8,0,0,15
SSC20649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3
SSC20650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,3,0,0,0,7,4,3,0,0,10,9,4,3,0,15,6,3,3,0,14,3,3,3,0,5,7,10,0,0,19,7,7,3,0,17,5,15,0,0,16,3,14,0,0,17,0,3,0,0,3,12,12,0,0,21,5,5,0,0,9,4,0,0,0,8,65,82,17,0,161
SSC20651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,3,0,0,6
SSC20653,15,3,0,0,19,3,0,4,0,3,7,3,3,0,9,7,0,10,0,17,37,0,23,3,68,27,4,31,0,64,128,10,29,0,169,73,14,24,0,111,83,35,29,0,142,59,36,14,4,116,30,33,7,0,68,29,35,3,0,69,47,47,4,0,105,26,32,0,0,55,13,10,0,0,26,3,12,0,0,16,8,14,0,0,24,46,48,29,0,122,18,6,4,0,27,668,332,212,12,1220
SSC20654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,12
SSC20655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,3,0,8,3,0,0,0,7,6,3,0,0,7,3,7,0,0,9,7,3,0,0,10,10,5,0,0,17,3,9,0,0,16,0,4,0,0,9,3,0,0,0,3,0,0,0,0,0,4,0,0,0,3,6,11,7,0,20,0,0,0,0,0,52,50,13,0,117
SSC20656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,3,0,18
SSC20657,125,66,62,0,255,23,18,28,0,70,27,46,63,3,136,22,22,80,0,127,130,162,115,8,414,88,190,196,9,487,318,322,241,21,904,213,494,237,18,962,252,724,244,23,1241,275,790,190,16,1269,216,681,122,18,1035,236,675,82,15,1014,443,1247,121,20,1831,225,713,61,16,1005,109,399,15,4,535,64,239,16,0,314,55,270,24,0,346,159,666,170,8,999,53,91,48,3,198,3030,7836,2105,172,13145
SSC20658,36,15,25,3,75,18,3,12,0,38,9,8,33,0,54,7,7,44,0,52,63,21,76,3,160,39,37,142,4,228,202,88,112,9,411,118,126,139,8,391,181,252,126,13,570,173,302,95,9,582,98,254,72,8,430,108,201,38,8,357,196,389,64,12,652,85,192,19,3,307,36,104,3,3,148,13,50,6,0,68,24,74,3,0,92,78,273,99,5,456,53,32,30,4,112,1529,2423,1133,107,5197
SSC20659,34,6,13,0,51,8,3,0,0,16,6,11,10,0,26,0,4,15,0,27,30,21,31,0,86,6,39,60,0,107,181,56,63,3,301,82,107,71,3,274,104,218,68,3,390,128,265,40,5,439,89,272,39,0,400,85,252,31,3,371,207,525,33,9,782,94,256,9,8,367,41,104,13,3,160,7,49,0,0,65,10,69,4,0,85,65,194,44,0,306,41,22,11,0,69,1219,2478,560,48,4304
SSC20660,63,19,17,0,95,11,3,5,0,26,7,15,28,0,57,3,10,37,0,52,50,27,46,3,125,39,47,94,3,187,151,90,78,7,324,69,160,98,4,340,84,242,98,4,422,116,293,94,3,512,87,288,59,10,440,92,306,46,11,452,190,583,54,12,838,110,342,21,5,475,54,172,12,3,242,23,98,4,0,121,25,105,7,3,137,74,247,75,3,401,17,32,22,0,73,1268,3072,899,70,5310
SSC20661,0,0,3,0,5,3,0,0,0,3,0,3,3,0,8,0,0,0,0,3,3,3,0,0,7,5,5,9,0,14,13,3,3,0,21,13,6,7,0,28,19,11,3,0,33,16,11,3,0,32,7,16,3,0,31,6,12,3,0,20,24,45,7,0,74,10,26,4,0,43,6,20,0,0,24,3,14,0,0,20,7,25,0,0,31,11,35,10,0,56,7,4,3,0,18,166,236,64,8,467
SSC20662,34,15,13,0,58,6,3,8,0,22,6,6,20,3,39,4,3,21,0,23,25,18,33,3,85,30,43,69,3,148,70,64,79,0,219,45,121,75,8,242,80,233,78,9,396,112,292,67,10,477,82,253,39,9,385,98,237,28,3,364,251,394,46,6,703,84,192,24,3,302,44,86,9,0,144,20,39,3,0,63,17,40,5,0,61,59,181,40,0,283,27,17,22,0,70,1099,2245,678,63,4082
SSC20663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
SSC20664,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,3,0,0,0,3,3,0,0,0,4,3,3,0,0,8,3,0,0,0,4,3,0,0,0,3,3,0,0,0,3,0,0,0,0,3,3,0,0,0,0,5,0,0,0,3,0,0,0,0,0,28,10,3,0,46
SSC20665,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,3,0,0,0,7,3,0,5,0,11,8,0,3,0,9,3,5,5,0,10,7,3,5,3,16,4,3,3,0,11,35,17,0,4,53,38,20,0,3,58,31,18,0,6,52,30,14,3,0,48,63,48,3,0,116,20,8,7,0,37,0,4,0,0,3,269,129,34,12,453
SSC20666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,12,0,0,0,0,0,3,0,4,0,4,0,0,0,0,5,0,0,0,0,5,3,0,0,0,3,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,0,0,0,0,3,22,14,10,0,49
SSC20667,3,3,0,0,9,4,0,0,0,3,3,0,3,0,6,0,0,3,0,3,21,0,13,0,36,8,9,16,0,36,60,3,15,0,74,43,15,24,5,84,41,36,23,0,91,34,32,9,4,77,14,36,5,0,55,18,23,4,0,53,32,49,3,0,89,24,20,0,0,47,9,10,0,0,19,5,3,0,0,10,5,14,0,0,17,16,35,13,0,65,14,3,3,0,19,342,298,144,4,791
SSC20668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,7
SSC20669,5,0,3,0,10,0,0,0,0,4,3,3,3,0,7,0,0,5,0,11,13,3,11,0,32,8,4,28,0,44,43,13,20,0,71,21,21,24,3,68,37,35,22,0,96,24,35,10,0,71,35,40,9,3,87,15,47,8,0,72,37,65,10,0,113,18,30,0,0,51,7,15,0,0,21,3,7,0,0,13,6,10,0,0,15,23,37,20,0,74,7,0,6,0,15,310,361,182,14,866
SSC20670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3
SSC20673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,3,0,0,0,3,4,0,0,0,6,4,3,0,0,5,4,0,0,0,4,3,0,0,0,7,0,0,0,0,0,0,3,0,0,3,4,0,0,0,8,0,8,0,0,3,0,0,0,0,0,0,3,0,0,0,8,0,0,0,4,0,0,0,0,0,32,29,4,0,65
SSC20674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,3,0,0,0,0,6,3,0,0,0,0,0,3,0,0,0,4,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,20,14,8,0,43
SSC20675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,9,0,0,20
SSC20676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,3,3,0,0,6,0,0,0,0,0,4,12,0,0,17
SSC20677,42,12,23,0,77,14,4,7,3,37,24,4,27,0,58,9,7,43,0,58,96,31,73,5,206,56,29,116,13,214,312,79,116,9,525,210,116,163,11,499,251,191,131,14,594,214,237,116,6,575,147,234,84,8,478,187,220,82,5,497,344,507,104,7,963,245,409,33,8,693,156,247,20,0,419,75,151,6,0,230,93,262,17,3,369,136,302,125,10,575,54,17,29,5,96,2667,3069,1306,111,7151
SSC20678,5,0,0,0,4,7,0,0,0,6,0,0,3,0,9,0,0,3,0,3,12,0,6,0,18,15,3,9,0,25,43,4,8,0,58,35,20,17,0,72,37,25,21,0,88,41,40,11,4,100,19,42,13,0,71,21,61,11,0,98,54,137,16,0,209,34,110,9,3,153,24,81,3,0,113,18,58,0,0,77,20,139,0,0,160,19,99,26,0,141,7,8,3,0,16,404,834,173,9,1421
SSC20679,7,5,9,0,20,7,0,0,0,7,9,3,4,0,16,0,0,4,0,5,20,3,19,0,38,15,4,28,0,42,87,13,18,0,119,35,16,37,3,92,70,41,35,0,146,55,57,34,3,148,46,68,21,0,134,41,75,16,3,134,93,171,24,3,290,65,189,13,0,270,43,89,4,0,135,30,69,3,0,104,34,162,5,0,199,51,131,31,0,220,8,10,7,0,27,717,1107,306,30,2155
SSC20680,11,0,5,0,17,5,0,0,0,6,3,3,5,0,14,0,0,6,0,7,14,4,8,0,25,12,9,18,4,39,51,9,20,0,83,33,20,22,0,68,34,31,28,4,96,39,49,25,0,107,38,45,14,0,96,33,55,8,0,97,66,131,17,4,214,44,83,13,0,138,17,37,3,0,60,22,23,0,0,48,9,50,3,0,60,28,55,23,0,110,12,6,5,0,19,468,612,221,13,1314
SSC20681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
SSC20682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,4,0,0,4,0,0,0,0,0,0,3,0,0,5,3,3,0,0,5,0,8,0,0,6,0,5,0,0,5,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,0,0,0,0,0,20,36,0,0,55
SSC20683,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,6,0,0,0,6,4,8,0,0,7,4,0,0,0,8,4,3,0,0,4,7,0,0,0,10,3,4,0,0,10,0,0,0,0,0,4,0,0,0,4,0,3,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,40,20,6,0,69
SSC20684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,6,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,3,0,28
SSC20685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,11
SSC20686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,7,11,0,0,15
SSC20687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,15,5,5,0,20
SSC20688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC20689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC20690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,9
SSC20691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,0,0,7,0,0,0,0,0,0,3,0,0,3,5,6,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,16,21,0,0,32
SSC20692,3,0,0,0,3,3,0,0,0,4,0,0,3,0,3,0,0,0,0,0,11,0,0,0,11,4,3,5,0,12,22,3,8,0,29,14,9,4,0,26,15,17,10,0,37,11,20,9,4,38,10,23,7,0,39,15,15,4,0,33,32,29,6,0,69,4,22,0,0,29,4,11,0,0,16,3,7,0,0,9,6,12,0,0,18,11,25,4,0,35,0,0,0,0,4,161,184,76,7,427
SSC20693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8
SSC20694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8,0,0,20
SSC20695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,6,0,0,0,0,6,19,4,0,0,25,3,0,3,0,10,5,4,3,0,10,7,3,0,0,19,0,3,0,0,4,3,0,0,0,3,3,8,0,0,12,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,11,3,0,0,0,3,64,31,19,0,117
SSC20696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,3,0,6,3,3,0,0,8,0,0,0,0,4,0,0,0,0,3,4,3,0,0,4,5,6,0,0,10,3,18,0,0,21,3,8,0,0,10,0,8,0,0,8,0,0,0,0,3,0,3,0,0,3,6,11,4,0,16,0,0,0,0,3,37,56,12,0,107
SSC20697,8,20,5,0,35,4,5,8,0,19,7,6,17,0,30,3,6,14,0,19,33,43,29,3,113,16,39,36,3,85,96,65,44,3,206,32,99,44,8,178,42,112,50,7,201,12,70,39,8,125,13,50,21,0,90,6,44,11,0,68,16,69,9,0,96,10,31,10,3,51,0,13,0,0,20,0,13,0,0,10,0,14,4,0,19,20,108,39,0,176,24,17,7,3,57,347,824,394,40,1607
SSC20698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,3,0,0,0,0,3,0,0,0,6,0,0,0,0,5,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,3,0,0,4,0,0,0,0,0,14,18,6,0,43
SSC20699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9
SSC20700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
