SSC_CODE_2016,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
SSC20938,0,0,3,0,0,0,3,0,3,9,0,0,0,0,0,0,0,0,0,0,3,0,9,3,6,3,6,0,0,29,5,7,16,20,20,17,8,3,3,104
SSC20939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,4,0,3,0,0,14
SSC20940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,10,0,0,4,9,12,14,12,3,0,51
SSC20941,17,23,88,88,110,153,360,287,166,1295,4,9,18,26,18,15,27,18,4,128,170,204,512,403,405,430,411,367,187,3087,902,2419,5525,4768,4549,4501,3620,1922,750,28968
SSC20942,7,17,20,31,39,53,99,82,55,410,0,0,0,4,4,3,4,12,8,35,28,58,97,84,118,101,87,77,37,695,156,415,807,647,791,655,507,391,201,4569
SSC20943,3,6,12,10,28,46,137,151,150,550,0,0,7,6,11,4,7,10,8,44,43,50,60,86,143,126,132,183,160,986,435,974,1609,2241,2700,2342,1875,1184,718,14081
SSC20944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,8,18,23,14,23,4,0,90
SSC20945,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,7,10,13,30,26,5,0,96
SSC20946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,8
SSC20947,0,0,0,0,0,3,4,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,9,3,16,3,22,30,44,62,69,67,20,0,316
SSC20948,0,0,0,0,0,0,3,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,5,3,3,0,32,5,7,14,28,54,29,25,15,3,174
SSC20949,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,3,85,307,257,99,44,12,0,0,799,8,95,314,277,125,66,25,11,0,916
SSC20950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,0,5,0,0,3,0,3,0,0,8
SSC20951,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,8,3,3,3,7,12,11,10,4,0,53
SSC20952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,5,3,9,4,3,3,0,26
SSC20953,0,0,0,0,0,0,10,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,3,3,5,0,22,3,7,14,21,36,31,29,12,6,166
SSC20954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,10
SSC20955,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,9,14,3,3,0,39
SSC20956,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,9,15,14,11,0,0,74
SSC20957,0,0,0,0,0,0,3,6,3,15,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,4,0,4,3,22,11,8,11,9,39,26,14,17,4,137
SSC20958,0,0,0,0,3,0,0,3,3,10,0,0,0,0,0,0,0,0,0,3,0,4,10,10,3,8,5,0,3,45,9,55,213,160,136,114,86,23,28,820
SSC20959,0,0,0,3,4,11,22,18,11,64,0,0,0,0,0,0,0,0,0,0,9,10,22,15,23,28,19,5,3,122,45,89,184,232,252,221,188,69,22,1310
SSC20960,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,7,10,7,22,12,34,42,31,3,0,154
SSC20961,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,11,0,3,4,21,23,20,15,4,0,89
SSC20962,0,0,4,0,0,0,3,0,3,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,3,0,0,9,3,15,26,25,32,35,16,7,0,168
SSC20963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,3
SSC20964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,16
SSC20965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,6,0,6,10,3,0,0,36
SSC20966,0,0,3,3,9,17,42,53,63,201,0,3,0,0,3,6,3,15,8,35,17,68,72,43,53,59,57,42,37,446,127,519,892,577,629,767,527,284,184,4495
SSC20967,3,0,14,11,10,31,56,63,49,229,0,0,3,0,4,3,6,12,7,39,10,38,107,68,69,63,53,52,20,479,111,574,1290,1074,887,740,468,262,113,5529
SSC20968,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,4,0,20
SSC20969,0,0,0,3,0,0,3,0,0,16,0,0,0,0,0,0,0,0,0,0,5,0,0,3,9,0,0,0,0,26,7,9,16,24,28,40,29,14,4,174
SSC20970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,9
SSC20971,0,0,0,0,0,0,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,9,4,7,4,0,27
SSC20972,0,0,5,5,4,8,22,18,14,73,0,0,0,0,0,0,0,0,0,7,10,7,16,27,28,23,16,10,4,135,82,121,208,334,386,330,182,68,24,1739
SSC20973,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,3,0,3,9,18,7,14,0,56
SSC20974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,3,3,7,11,19,9,0,0,56
SSC20976,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,4,14
SSC20977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,8,14,18,4,0,0,52
SSC20978,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,3,0,0,0,15,0,0,12,14,16,22,5,0,0,80
SSC20979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,3,0,0,0,11
SSC20980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20981,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,0,0,23
SSC20982,0,0,0,0,0,0,5,0,0,5,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3,3,0,0,9,3,13,24,54,77,58,29,7,3,273
SSC20983,0,0,0,0,0,0,5,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,9,6,6,9,23,29,16,22,6,0,118
SSC20984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,11,11,3,0,30
SSC20985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,9,0,4,8,3,8,12,4,0,0,40
SSC20986,0,0,0,0,0,7,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,14,0,3,5,3,9,18,8,6,0,58
SSC20987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,10
SSC20988,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,7,0,0,0,15,3,3,5,7,18,14,13,3,0,55
SSC20989,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11,18,3,3,3,0,40
SSC20990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,19
SSC20992,0,0,3,9,4,9,16,7,5,55,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,10,4,3,5,33,19,27,52,62,64,90,67,27,13,429
SSC20993,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,9,6,10,15,12,18,23,15,0,0,99
SSC20994,7,0,5,3,16,25,74,55,34,218,0,0,4,0,0,3,0,0,0,15,22,16,51,65,67,55,76,66,55,474,213,443,897,1314,1282,1046,862,347,162,6567
SSC20995,0,0,0,0,0,0,12,10,3,27,0,0,0,0,0,0,0,0,0,3,3,0,3,10,11,3,8,3,0,42,26,42,56,96,154,121,90,32,3,618
SSC20996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,3,3,0,0,20
SSC20997,3,9,4,24,34,81,186,152,43,530,0,0,3,5,14,13,49,29,4,121,25,25,55,62,68,87,131,92,34,576,211,499,1045,1036,965,1085,1183,536,156,6713
SSC20998,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,3,0,5,3,0,6,7,13,4,3,3,0,31,7,28,41,61,78,66,56,11,0,339
SSC20999,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,3,8,6,17,30,33,13,5,0,115
SSC21000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,7,9,3,4,0,43
SSC21001,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,10,0,5,6,15,14,24,18,4,0,90
SSC21002,0,0,9,5,6,9,16,21,27,100,0,0,6,8,9,3,0,0,0,22,5,30,105,30,27,28,12,18,11,272,69,521,1476,745,488,423,293,148,87,4260
SSC21003,3,6,3,5,9,28,97,146,92,385,0,0,9,3,7,6,10,20,9,66,42,80,206,149,141,144,115,117,55,1055,525,1747,3588,3396,3726,2823,1952,1059,525,19347
SSC21004,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,3,9,3,13,19,20,11,0,0,84
SSC21005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,3,8,0,0,18
SSC21006,8,8,18,43,83,155,272,375,195,1153,0,6,29,33,41,58,45,69,33,315,99,126,171,188,201,198,209,267,241,1700,1106,3013,4560,5197,5619,4448,3765,2771,1088,31571
SSC21007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,3,6,8,3,0,19
SSC21009,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,10,8,7,8,5,6,0,50
SSC21010,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,3,0,0,0,16
SSC21011,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,10,0,11,12,17,27,29,17,6,0,126
SSC21012,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,4,3,3,3,24
SSC21013,0,0,0,0,0,0,5,0,4,12,0,0,0,0,0,0,0,0,0,3,0,0,3,5,3,3,7,0,0,30,3,4,26,52,45,77,78,25,12,316
SSC21014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,4,3,0,0,32
SSC21015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8
SSC21016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21017,0,0,0,0,0,0,3,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,3,3,14,14,17,18,11,12,4,98
SSC21018,0,0,0,0,3,3,9,5,4,32,0,0,0,0,0,0,0,0,0,0,0,3,3,8,6,5,0,4,0,34,20,79,108,141,186,164,67,24,9,796
SSC21019,0,0,0,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,0,0,0,17,10,3,17,24,35,34,20,9,3,149
SSC21020,0,0,0,0,0,0,8,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,8,16,12,13,19,5,0,82
SSC21021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,3,0,3,0,0,7,0,13
SSC21022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,7,0,0,16,0,0,7,9,13,9,23,4,0,62
SSC21023,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,0,0,0,0,3,9,7,3,3,24
SSC21024,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,3,3,0,15
SSC21025,0,0,0,0,0,0,0,3,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,9,9,11,13,5,3,3,64
SSC21026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11
SSC21027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,6,8,6,5,0,0,23
SSC21028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,6
SSC21029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,0,0,7
SSC21030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,3,5,6,0,0,0,13
SSC21031,0,0,0,0,0,0,4,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,3,0,26,7,3,21,51,62,79,69,19,3,315
SSC21032,0,0,0,0,0,0,6,11,4,22,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,6,7,3,0,27,14,7,24,24,48,51,50,22,4,246
SSC21033,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,7,11,11,0,3,0,37
SSC21034,0,0,0,0,3,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,9,0,3,6,11,25,35,12,3,0,99
SSC21035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,5,17,6,3,0,0,42
SSC21036,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,17,0,4,10,10,25,20,21,8,0,91
SSC21037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,3,3,7,0,0,25
SSC21038,0,0,0,0,0,3,16,5,0,34,0,0,0,0,0,0,0,0,0,0,4,0,3,8,8,15,20,0,0,56,18,29,79,117,120,178,153,27,8,742
SSC21039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,18,3,9,0,53
SSC21040,7,16,69,96,132,171,354,511,331,1682,0,6,36,40,58,63,73,84,38,405,76,128,360,232,187,171,192,253,188,1782,526,1629,4746,3119,2410,1743,1431,1340,799,17741
SSC21041,0,0,0,0,3,3,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,4,3,6,0,28,7,5,8,29,34,45,25,21,3,190
SSC21042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,10
SSC21043,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,4,0,0,0,12,3,8,17,39,44,34,36,9,0,188
SSC21044,0,0,0,0,0,4,3,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,3,10,12,10,25,14,8,3,0,78
SSC21045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,7,3,0,6,3,3,0,0,26
SSC21046,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,5,0,0,7,5,11,23,14,8,0,76
SSC21047,0,0,0,0,7,3,14,3,0,24,0,0,0,0,0,0,0,0,0,0,0,3,0,3,11,6,4,6,0,36,5,0,15,30,45,60,86,23,0,272
SSC21048,0,0,0,0,0,3,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,13,3,13,20,24,25,39,23,3,3,149
SSC21049,0,0,3,3,6,15,33,20,14,93,0,0,0,0,0,0,0,0,0,4,10,30,19,13,19,20,19,27,20,171,56,219,305,283,247,262,202,110,49,1731
SSC21050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,8,3,8,3,8,19,27,10,0,0,85
SSC21051,10,9,26,28,34,45,131,117,66,456,0,3,11,7,6,0,3,9,0,42,24,32,106,68,66,86,122,112,144,761,198,664,1373,1029,975,1049,887,546,288,7009
SSC21052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,5,6,10,0,0,0,34,6,18,17,27,40,41,27,10,0,184
SSC21053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,13,0,0,27
SSC21054,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,3,0,12
SSC21055,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,13,13,7,5,3,46
SSC21056,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,10,3,4,7,3,22,21,13,5,0,79
SSC21057,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,19,19,22,5,0,86
SSC21058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,5,9,14,9,0,0,31
SSC21059,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,4,3,7,7,29,36,13,3,0,115
SSC21060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,5,15,9,4,3,0,51
SSC21061,0,0,0,0,0,0,3,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,0,15,8,13,25,25,42,53,42,23,3,237
SSC21062,0,0,0,0,4,0,12,4,0,22,0,0,0,0,0,0,0,0,0,0,6,3,4,9,13,4,8,3,0,48,24,27,54,97,103,84,59,13,4,468
SSC21063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,6,0,4,0,0,15
SSC21064,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,12,10,5,31,38,27,10,8,0,149
SSC21065,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,14,14,7,17,26,59,37,13,0,0,172
SSC21066,0,0,3,3,3,13,21,3,3,52,0,0,0,0,0,0,0,0,3,3,5,3,12,17,24,10,18,4,4,89,27,39,97,158,210,172,132,30,12,884
SSC21067,0,0,0,3,0,3,7,6,0,21,0,0,0,0,0,0,0,0,0,0,3,0,0,3,8,3,5,3,0,21,6,10,32,35,54,60,36,20,0,253
SSC21068,0,0,0,0,0,3,3,10,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,7,3,20,12,7,28,17,50,37,46,34,5,245
SSC21069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,4,0,8,3,9,0,0,26
SSC21070,0,0,0,0,3,0,3,14,3,26,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,3,3,6,0,25,8,12,16,15,38,60,61,35,7,240
SSC21071,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,8,10,21,19,9,0,65
SSC21072,0,0,0,0,3,7,36,32,19,99,0,0,0,0,0,0,0,0,4,12,11,7,22,28,18,16,17,10,7,134,57,128,340,509,394,220,194,161,51,2051
SSC21073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC21074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,15
SSC21075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,10,0,0,0,20
SSC21076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,8,3,0,3,33
SSC21077,0,0,3,3,0,4,11,13,3,39,0,0,0,0,0,0,0,0,0,3,0,0,6,3,3,6,4,3,0,30,19,33,59,66,127,137,59,25,13,538
SSC21078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,3,0,12
SSC21080,0,0,0,0,0,6,6,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,8,3,0,0,21,4,13,15,20,38,48,27,20,0,195
SSC21081,0,0,3,0,0,9,12,17,5,47,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,11,31,12,5,75,18,32,58,76,119,145,174,66,13,707
SSC21082,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,4,7,21,15,27,0,0,81
SSC21083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,3,3,3,0,18
SSC21084,0,0,0,0,4,3,5,3,0,17,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,10,7,0,0,27,11,20,33,57,56,67,40,7,0,293
SSC21085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC21086,0,0,0,0,0,0,7,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,5,3,0,7,0,10,19,16,9,0,58
SSC21087,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,7,0,0,15
SSC21088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,0,12
SSC21089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,4,0,0,6
SSC21090,0,0,0,0,0,0,11,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,10,3,0,18,7,11,27,57,52,67,74,14,0,312
SSC21091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5
