SSC_CODE_2016,P_OthServ_0,P_OthServ_1_15,P_OthServ_16_24,P_OthServ_25_34,P_OthServ_35_39,P_OthServ_40,P_OthServ_41_48,P_OthServ_49over,P_OthServ_hours_NS,P_OthServ_Tot,P_ID_NS_0,P_ID_NS_1_15,P_ID_NS_16_24,P_ID_NS_25_34,P_ID_NS_35_39,P_ID_NS_40,P_ID_NS_41_48,P_ID_NS_49over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_15,P_Tot_16_24,P_Tot_25_34,P_Tot_35_39,P_Tot_40,P_Tot_41_48,P_Tot_49over,P_Tot_hours_NS,P_Tot_Tot
SSC20202,3,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,4,7,7,22,17,16,16,23,6,42,3,149
SSC20203,4,28,14,17,27,30,13,16,3,157,11,19,12,21,34,23,11,10,27,168,197,478,420,538,771,673,379,461,70,3993
SSC20204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9,9,5,3,11,3,28,0,75
SSC20205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,3,9,7,5,3,10,0,45
SSC20206,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,0,0,0,7,9,23,21,23,18,30,13,11,0,142
SSC20207,0,10,12,12,17,16,8,9,4,84,3,12,7,9,14,9,10,11,14,85,110,330,283,324,466,413,249,354,36,2557
SSC20208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,3,0,6,0,15,0,48
SSC20209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,6,3,7,7,4,7,36
SSC20210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,3,0,4,0,20
SSC20211,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,6,3,3,15,6,7,0,51
SSC20212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,4,4,0,0,0,29
SSC20213,9,39,31,36,40,42,21,29,0,250,11,32,24,24,40,72,20,43,44,318,228,1019,849,900,1231,1575,776,1226,92,7895
SSC20214,5,71,60,62,72,97,44,79,3,504,18,43,43,43,87,113,36,64,95,540,387,1637,1355,1468,2198,2907,1247,1806,200,13208
SSC20215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3
SSC20216,0,3,0,0,0,0,0,0,0,10,0,0,3,0,0,3,0,6,0,9,6,8,9,9,3,25,7,20,0,86
SSC20217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,14,0,19
SSC20218,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,3,4,9,3,4,7,11,0,0,50
SSC20219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12
SSC20220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,12,4,9,4,4,25,0,71
SSC20221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,4,0,16
SSC20222,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,10,6,8,12,14,7,24,0,77
SSC20223,15,104,94,122,187,181,97,120,11,924,26,94,76,94,201,235,81,128,159,1091,679,2798,2275,2536,4446,4690,2141,3192,354,23101
SSC20224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,4,3,5,12,4,3,17,0,48
SSC20225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,9,4,3,3,3,40
SSC20226,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,12,6,7,3,10,3,11,5,49
SSC20227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5
SSC20228,0,0,0,3,0,4,0,0,0,7,3,0,0,3,0,0,0,0,3,15,15,21,30,31,41,43,28,38,10,250
SSC20229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,5,5,4,6,3,0,29
SSC20230,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,5,8,3,9,14,12,12,36,9,37,8,135
SSC20231,0,3,0,0,0,0,0,0,0,11,0,0,0,0,3,0,0,0,0,8,8,21,22,16,24,20,14,23,0,152
SSC20232,0,9,0,3,12,8,3,3,0,47,0,6,7,4,18,13,5,12,15,79,33,80,87,121,232,250,104,165,31,1110
SSC20233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20234,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,11,12,18,21,25,6,20,3,121
SSC20235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,5
SSC20236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,3,0,5,6,0,20
SSC20237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,5,0,13,0,26
SSC20238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,10
SSC20240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,5,3,7,0,22
SSC20241,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,4,3,5,15,6,3,22,3,62
SSC20242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20243,0,0,4,3,3,0,0,0,0,12,0,0,0,0,3,0,0,0,0,4,14,42,25,40,30,40,29,60,3,284
SSC20244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC20245,0,0,0,0,3,3,0,3,0,16,3,0,0,3,0,3,0,3,0,10,15,35,34,45,50,49,30,45,4,305
SSC20246,0,5,0,0,0,4,0,3,0,13,0,3,0,0,0,7,0,4,0,18,20,52,42,52,56,61,26,77,7,398
SSC20247,3,8,11,11,14,7,4,11,0,80,4,11,3,10,12,14,3,10,14,76,73,229,200,211,291,316,175,278,36,1803
SSC20248,0,9,3,7,7,9,0,4,0,34,4,6,0,3,7,3,3,3,6,39,38,135,106,130,185,149,91,132,20,979
SSC20249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,9,7,12,6,11,25,3,8,3,76
SSC20250,3,14,14,8,11,14,11,8,0,79,3,22,7,20,8,24,14,35,23,156,92,409,318,315,301,541,244,636,42,2903
SSC20251,3,35,38,23,38,26,22,43,0,226,3,21,27,26,41,36,20,23,42,239,192,952,762,738,1114,1262,613,966,83,6682
SSC20252,6,15,14,17,31,25,22,21,0,153,6,18,7,12,25,23,9,12,27,137,106,465,360,387,619,643,339,449,58,3419
SSC20253,5,35,19,27,23,31,18,17,0,176,3,10,10,14,22,33,7,17,31,151,117,672,568,532,744,977,440,608,51,4705
SSC20254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,11
SSC20255,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,0,0,3,0,7,5,20,9,19,21,25,7,20,3,131
SSC20256,0,6,3,5,3,3,3,7,0,27,3,5,5,5,0,8,0,9,10,35,47,133,103,125,110,125,65,135,20,854
SSC20257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,3,0,15
SSC20258,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,18,15,17,17,23,13,17,3,125
SSC20259,0,4,4,0,4,6,4,3,3,32,0,0,3,4,5,16,3,0,7,38,19,75,66,63,129,141,62,86,13,662
SSC20260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,10,8,7,3,9,0,49
SSC20261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,16
SSC20262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,11,5,11,4,15,3,54
SSC20263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,8,5,0,3,3,31
SSC20264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5
SSC20265,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,7,6,3,15,0,13,0,47
SSC20266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,5,3,6,4,3,4,39
SSC20267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC20268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SSC20269,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,3,0,6,7,12,8,15,21,22,9,46,7,144
SSC20270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,12,7,12,18,3,26,3,88
SSC20272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4
SSC20273,0,6,3,5,0,3,0,3,0,18,0,3,0,0,0,8,0,0,0,11,13,42,24,46,34,46,30,47,0,278
SSC20274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,0,0,0,13
SSC20275,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,6,8,10,10,5,10,7,12,0,72
SSC20276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,0,4,0,22
SSC20277,3,21,4,19,18,18,17,10,0,114,5,9,6,7,27,27,12,19,27,150,117,327,267,355,638,646,338,452,51,3181
SSC20278,0,3,0,0,0,3,0,0,0,11,0,0,0,0,0,4,0,0,0,10,9,23,12,18,75,178,110,75,3,511
SSC20279,0,0,0,0,5,0,0,0,0,7,0,0,3,6,0,0,0,0,0,13,5,24,27,25,23,27,9,37,7,181
SSC20280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,10,0,20
SSC20281,0,0,0,3,0,0,4,0,0,9,0,0,0,4,0,0,3,0,3,18,9,29,26,36,32,35,22,43,10,231
SSC20282,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,17,15,17,16,24,8,22,0,130
SSC20283,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,11,3,10,4,11,16,22,0,82
SSC20284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
SSC20286,0,4,0,0,0,0,0,0,0,13,0,0,0,3,0,4,0,3,3,12,30,71,49,55,54,48,33,67,10,409
SSC20287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,4,6,7,10,8,8,22,0,73
SSC20288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,6,0,19
SSC20290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7
SSC20291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9
SSC20292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,7,4,9,11,38,3,80
SSC20293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,3,11,7,6,3,22,4,58
SSC20294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,0,10
SSC20295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,6,3,6,0,24
SSC20296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,3,10,4,14,0,16,0,66
SSC20297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,8,0,19
SSC20298,0,5,0,0,0,4,0,0,0,15,0,0,0,0,0,3,0,0,7,17,18,42,28,45,30,62,24,54,14,320
SSC20299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,6,4,6,7,3,15,3,49
SSC20300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,4,7,0,15,0,40
SSC20301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,11
SSC20302,14,60,42,60,93,97,37,64,4,465,12,58,44,44,139,102,43,54,90,584,369,1237,1059,1229,2413,2157,1027,1166,177,10838
SSC20303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,0,0,0,10,3,24
SSC20304,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,6,3,3,3,3,17,0,51
SSC20305,3,22,8,15,15,19,12,16,0,105,3,5,3,10,22,20,4,8,16,82,87,221,185,213,385,459,241,374,30,2200
SSC20306,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,6,4,4,12,9,11,0,50
SSC20307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,18,9,11,8,16,4,12,0,70
SSC20308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,6,0,18
SSC20309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,8,12,0,0,3,0,25
SSC20310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,12,3,15,6,14,0,60
SSC20311,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,3,0,0,11
SSC20312,11,33,37,24,40,30,14,21,0,199,11,36,37,18,47,46,7,12,53,262,162,653,746,504,936,994,375,472,89,4936
SSC20313,0,32,19,18,34,39,17,27,0,189,4,30,24,11,37,41,11,18,57,237,146,757,651,581,1029,1111,484,663,100,5512
SSC20314,6,20,21,14,28,22,18,19,0,147,3,32,13,10,28,32,10,17,24,164,111,581,463,434,632,731,360,555,48,3916
SSC20315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7
SSC20316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,3,3,6
SSC20317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,6,0,20
SSC20318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,3,0,0,0,9
SSC20319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,4,9,3,6,5,7,10,0,53
SSC20320,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,9,12,27,20,13,18,31,10,38,0,160
SSC20321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,14
SSC20322,3,19,24,13,34,23,18,7,0,143,7,32,26,24,62,44,5,17,68,284,82,413,453,381,878,639,255,269,114,3489
SSC20323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,6,0,18
SSC20324,0,0,3,3,7,5,0,3,0,27,0,0,0,0,4,3,0,0,14,18,15,40,40,57,86,73,40,41,11,405
SSC20325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,11,6,5,4,7,8,3,9,3,65
SSC20326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,6
SSC20327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,0,14
SSC20328,0,3,0,0,10,3,0,5,0,22,0,5,3,3,0,9,0,0,6,23,21,56,60,56,87,84,36,66,12,480
SSC20329,0,3,8,7,11,10,10,5,0,51,0,14,8,3,9,13,0,6,17,68,57,187,154,201,249,308,162,206,29,1553
SSC20330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,10,6,8,4,8,4,17,3,52
SSC20331,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,3,3,11,3,9,10,16,4,19,0,73
SSC20332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,5,3,11,0,33
SSC20333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,10,11,12,12,17,28,13,28,3,123
SSC20334,0,3,0,4,3,6,3,6,0,26,3,9,7,0,6,0,0,4,11,47,48,156,115,141,153,131,96,142,16,1002
SSC20335,4,56,27,38,31,39,21,49,3,272,20,75,55,58,48,76,15,125,82,554,282,1516,1154,1138,1024,1931,985,2512,180,10721
SSC20336,11,44,30,21,25,23,18,32,0,190,13,52,26,35,23,70,16,66,49,347,197,1039,814,822,776,1337,651,1505,111,7253
SSC20337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,7,8,7,12,8,17,4,75
SSC20338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC20339,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,11,0,29
SSC20340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,3,3,7,3,6,0,39
SSC20341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,12
SSC20342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,19
SSC20343,6,12,7,14,11,9,3,11,0,69,6,11,8,5,19,9,3,10,16,98,80,203,200,232,377,344,179,251,39,1900
SSC20344,0,8,30,9,33,22,10,9,0,125,6,35,11,23,56,33,16,13,91,273,84,408,473,399,770,551,201,251,144,3280
SSC20345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,3,3,6,3,17,3,54
SSC20346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,14
SSC20347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,7,0,3,0,0,0,7,0,19
SSC20348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,15
SSC20349,7,19,9,12,25,44,14,17,3,147,7,15,8,17,40,39,13,12,47,196,121,399,308,419,918,835,364,441,90,3893
SSC20350,0,3,5,0,4,6,5,9,0,34,0,9,4,0,13,16,0,4,10,50,19,81,91,91,240,192,96,137,16,968
SSC20351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20352,0,3,0,0,0,0,4,3,0,11,0,0,0,0,0,0,0,0,0,0,3,17,4,5,16,11,12,11,0,90
SSC20353,0,0,0,0,0,0,4,4,0,3,0,0,0,0,0,0,0,0,0,0,3,13,12,8,5,4,6,23,0,72
SSC20354,0,20,9,9,20,15,11,3,0,90,0,9,3,4,9,8,3,0,12,45,58,210,193,221,302,360,199,212,28,1788
SSC20355,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,6,10,4,12,3,0,17,0,55
SSC20356,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,9,7,3,0,4,4,8,0,44
SSC20357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,7,6,9,3,13,0,52
SSC20358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4
SSC20359,7,50,36,54,97,64,51,67,7,432,11,46,44,37,62,91,32,57,105,484,439,1606,1498,1620,2513,2944,1595,2029,216,14465
SSC20360,6,25,23,30,53,48,25,35,4,241,5,30,15,16,30,44,23,25,41,234,185,681,650,762,1339,1451,843,1045,79,7036
SSC20361,3,25,31,28,55,50,31,28,4,262,7,31,23,16,44,39,15,33,60,269,241,851,805,893,1491,1489,776,992,112,7648
SSC20362,0,0,0,0,4,3,0,0,0,7,0,0,3,3,3,3,0,0,10,21,19,41,48,39,52,48,26,49,14,334
SSC20363,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,3,5,11,6,9,0,4,3,45
SSC20364,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,4,0,13,15,7,17,17,13,22,0,107
SSC20365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,7,3,7,0,17,0,44
SSC20366,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,8,4,3,8,3,11,5,15,3,68
SSC20367,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,7,3,15,11,7,12,30,8,13,10,104
SSC20368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,4,0,17
SSC20369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,4,0,3,0,17
SSC20370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,10,7,7,10,4,12,0,60
SSC20372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC20373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,13,15,26,12,25,4,28,0,138
SSC20374,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,17,13,27,17,28,7,17,0,130
SSC20375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,9,7,3,8,5,15,0,49
SSC20376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,7,0,9
SSC20379,0,3,5,0,3,3,0,0,0,18,0,0,0,3,8,0,0,6,4,22,17,35,27,35,55,68,27,37,11,311
SSC20380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,9
SSC20381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,3,4,13,0,47
SSC20382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,3,3,3,10,0,38
SSC20383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,5,0,0,0,19
SSC20384,3,26,16,24,43,21,15,28,0,180,3,25,17,20,33,37,9,31,70,245,116,641,505,515,827,1016,431,677,105,4836
SSC20385,0,0,0,3,0,3,0,9,0,19,0,7,0,0,0,3,0,0,4,20,14,38,37,36,53,67,25,53,13,328
SSC20386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,3,3,0,13,4,9,3,42
SSC20387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,16
SSC20388,0,0,0,3,0,4,0,4,0,14,0,5,0,0,0,0,0,0,3,14,8,47,29,27,33,41,34,52,10,273
SSC20389,3,0,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,15,10,9,16,20,5,15,0,92
SSC20390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,3,7,5,5,0,0,0,39
SSC20391,0,0,4,0,4,3,0,0,0,9,0,0,0,0,0,0,0,4,3,11,3,20,21,12,17,30,15,27,8,152
SSC20392,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,7,3,14,11,10,7,14,5,22,4,88
SSC20393,0,0,0,0,0,3,0,0,0,7,0,5,0,0,0,0,0,3,3,5,11,21,16,27,25,37,20,41,7,206
SSC20394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,4,4,0,0,20
SSC20395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20396,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,3,0,9,0,0,10,0,38
SSC20397,6,55,69,59,96,75,45,53,3,471,18,89,61,50,112,131,26,47,139,667,408,1803,1579,1381,2441,2427,989,1306,299,12620
SSC20398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,6,3,0,0,25
SSC20399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,4,8,3,6,3,18,0,47
SSC20400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,3,10,0,3,0,22
SSC20401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,10,6,4,3,12,3,54
SSC20402,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,6,23,17,8,11,31,11,31,3,133
SSC20403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,4,0,10
SSC20404,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,9,3,0,0,0,4,9,0,25
SSC20405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC20406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7
