SA1_7DIGITCODE_2016,Intct_fam_no_otr_chld_pre_Fam,Step_fam_no_otr_chld_pre_Fam,Blnd_fam_no_otr_chld_pre_Fam,Intct_fam_othr_child_pres_Fam,Step_fam_othr_child_pres_Fam,Blnd_fam_othr_child_pres_Fam,Otr_cpl_fam_otr_chld_only_Fam,Tot_Families
2102818,23,0,3,0,0,0,0,21
2102819,28,7,0,0,0,0,0,28
2102820,40,3,0,0,0,0,0,42
2102821,14,0,0,0,0,0,0,18
2102822,14,0,0,0,0,0,0,17
2102823,27,3,0,0,0,0,0,32
2102824,48,8,0,0,0,0,0,48
2102825,15,0,0,0,0,0,0,17
2102826,52,3,0,0,0,0,0,55
2102901,18,0,0,0,0,0,0,21
2102902,17,7,0,0,0,0,0,21
2102903,35,4,3,0,0,0,0,37
2102904,21,5,0,0,0,0,0,25
2102905,15,5,0,3,0,0,0,20
2102906,20,5,4,0,0,0,0,34
2102907,34,4,0,0,0,0,0,41
2102908,22,6,0,0,0,0,0,25
2102909,21,0,0,0,0,0,0,20
2102910,18,0,0,0,0,0,0,16
2102911,66,0,3,0,0,0,0,69
2102912,25,4,0,0,0,0,0,27
2102913,18,3,0,0,0,0,0,28
2103001,53,4,6,0,0,0,0,64
2103002,53,9,3,0,0,0,0,62
2103003,56,0,0,0,0,0,0,60
2103004,47,0,3,0,0,0,0,57
2103005,34,3,0,0,0,0,0,39
2103006,38,0,0,0,0,0,0,37
2103007,40,4,5,0,0,0,0,52
2103008,23,3,0,0,0,0,0,23
2103009,45,0,3,0,0,0,0,49
2103010,34,0,4,0,0,0,0,37
2103011,24,0,0,0,0,0,0,27
2103012,48,5,0,0,0,0,0,56
2103013,40,0,0,0,0,0,0,41
2103014,21,0,0,0,0,0,0,22
2103015,23,0,0,0,0,0,0,22
2103016,33,4,0,0,0,0,0,46
2103018,32,4,0,0,0,0,0,34
2103019,44,0,3,0,0,0,0,49
2103020,80,11,3,0,0,0,0,96
2103021,48,0,0,0,0,0,0,50
2103022,0,0,0,0,0,0,0,0
2103023,29,4,0,0,0,0,0,38
2103024,41,3,0,0,0,0,0,46
2103025,25,4,0,0,0,0,0,23
2103101,61,0,0,0,0,0,0,59
2103102,86,4,4,0,0,0,0,103
2103103,64,3,0,0,0,0,0,70
2103104,62,3,0,0,0,0,0,70
2103105,85,0,3,0,0,0,0,88
2103106,49,0,0,0,0,0,0,54
2103107,52,3,0,0,0,0,0,55
2103108,27,3,0,0,0,0,0,32
2103109,49,3,0,0,0,0,0,51
2103110,33,3,0,0,0,0,0,36
2103111,76,4,0,0,0,0,0,83
2103112,24,4,0,0,0,0,0,34
2103113,65,3,3,0,0,0,0,75
2103114,29,8,0,0,0,0,0,33
2103115,39,3,4,0,0,0,0,42
2103116,43,0,0,0,0,0,0,42
2103201,54,3,3,0,0,0,0,69
2103202,28,3,0,0,0,0,0,30
2103203,30,3,0,0,0,0,0,36
2103204,44,0,3,0,0,0,0,44
2103205,40,7,3,0,0,0,0,50
2103206,37,0,0,0,0,0,0,40
2103207,39,4,0,0,0,0,0,42
2103208,20,11,3,0,0,0,0,35
2103209,34,3,0,0,0,0,0,39
2103210,20,0,0,0,0,0,0,27
2103211,50,5,0,0,0,0,0,58
2103212,15,0,4,0,0,0,0,21
2103213,16,3,3,0,0,0,0,26
2103301,30,6,0,0,0,0,0,34
2103302,25,3,0,0,0,0,0,31
2103303,28,0,0,0,0,0,0,28
2103304,21,3,0,0,0,0,0,27
2103305,28,3,0,0,0,0,0,27
2103306,36,0,0,0,0,0,0,40
2103307,19,0,0,0,0,0,0,25
2103308,27,3,0,0,0,0,0,29
2103309,18,4,0,0,0,0,0,23
2103310,13,4,0,0,0,0,0,14
2103311,12,0,0,0,0,0,0,12
2103312,30,3,0,0,0,0,0,34
2103313,39,0,0,0,0,0,0,46
2103314,20,3,0,0,0,0,0,25
2103315,30,4,3,0,0,0,0,35
2103316,26,0,0,0,0,0,0,33
2103317,42,0,0,0,0,0,0,40
2103318,24,0,0,0,0,0,0,22
2103319,13,0,0,0,0,0,0,15
2103320,16,0,3,0,0,0,0,14
2103321,18,0,0,0,0,0,0,17
2103322,17,0,0,0,0,0,0,19
2103401,81,3,3,0,0,0,0,90
2103402,125,0,3,0,0,0,0,126
2103403,62,5,0,0,0,0,0,68
2103404,91,0,0,0,0,0,0,94
2103405,59,0,0,0,0,0,0,66
2103407,72,5,3,0,0,0,3,85
2103408,17,0,0,0,0,0,0,17
2103409,88,0,4,0,0,0,0,95
2103410,16,0,0,0,0,0,0,19
2103411,40,0,0,0,0,0,0,46
2103412,129,11,10,0,0,0,0,145
2103413,88,15,6,0,0,0,0,111
2103501,52,0,6,0,0,0,0,51
2103502,31,3,4,0,0,0,0,45
2103503,75,6,9,0,0,0,0,87
2103504,40,0,0,0,0,0,0,43
2103505,57,0,7,0,0,0,0,59
2103506,107,3,4,0,0,0,0,121
2103507,41,0,0,0,0,0,0,44
2103508,26,0,0,0,0,0,0,31
2103509,48,4,0,3,0,0,0,57
2103510,46,4,3,0,0,0,0,49
2103511,45,3,3,0,0,0,0,51
2103512,57,6,3,0,0,0,0,70
2103513,35,0,5,0,0,0,0,42
2103514,80,6,8,0,0,0,0,95
2103515,43,3,0,0,0,0,0,41
2103516,48,6,0,0,0,0,0,58
2103601,14,0,0,0,0,0,0,15
2103602,79,8,0,0,0,0,0,88
2103603,47,3,3,0,0,0,0,49
2103604,29,0,0,0,0,0,0,37
2103605,34,0,0,0,0,0,0,38
2103606,20,5,0,0,0,0,0,31
2103607,51,4,0,0,0,0,0,59
2103608,35,0,0,0,0,0,0,35
2103609,36,0,0,0,0,0,0,36
2103610,48,6,0,0,0,0,0,55
2103611,37,4,0,0,0,0,0,43
2103612,40,3,3,0,0,0,0,41
2103613,26,3,0,0,0,0,0,27
2103614,69,3,3,0,0,0,0,73
2103615,39,8,3,0,0,0,0,50
2103616,33,9,3,0,0,0,0,46
2103701,39,0,0,0,0,0,0,39
2103702,55,0,0,0,0,0,0,52
2103703,34,8,4,0,0,0,0,45
2103704,35,3,3,0,0,0,0,39
2103705,32,0,0,0,0,0,0,34
2103706,23,0,3,0,0,0,0,21
2103707,51,8,0,0,0,0,0,64
2103708,0,0,0,0,0,0,0,0
2103709,45,3,0,0,0,0,0,52
2103710,14,0,0,0,0,0,0,16
2103711,67,3,3,0,0,0,0,73
2103712,48,0,0,0,0,0,0,51
2103713,30,3,0,0,0,0,0,36
2103714,34,0,0,0,0,0,0,36
2103715,48,4,3,0,0,0,0,62
2103716,41,0,0,0,0,0,0,42
2103717,49,10,0,0,0,0,0,54
2103718,29,0,0,0,0,0,0,30
2103719,25,3,0,0,0,0,0,34
2103720,29,0,0,0,0,0,0,30
2103721,34,3,0,0,0,0,0,37
2103722,46,6,0,0,0,0,0,51
2103723,68,3,0,0,0,0,0,74
2103724,55,0,0,0,0,0,0,59
2103725,32,3,3,0,0,0,0,37
2103726,45,4,0,0,0,0,0,54
2103727,50,4,3,0,0,0,0,56
2103728,22,0,0,0,0,0,0,23
2103729,48,3,0,0,0,0,0,58
2103730,51,3,0,0,0,0,0,57
2103731,58,0,0,0,0,0,0,58
2103732,21,0,0,0,0,0,0,21
2103801,28,5,0,3,0,0,0,41
2103802,24,0,3,0,0,0,0,29
2103803,26,3,3,0,0,0,0,34
2103804,19,4,3,0,0,0,0,25
2103805,18,0,0,0,0,0,0,21
2103806,11,3,0,0,0,0,0,15
2103807,14,0,3,0,0,0,0,23
2103808,32,0,3,0,0,0,0,41
2103809,18,0,3,0,0,0,0,24
2103810,46,3,3,0,0,0,3,56
2103811,30,0,5,0,0,0,0,33
2103812,23,8,4,0,0,0,0,29
2103813,78,10,0,0,0,0,0,91
2103814,22,3,0,0,0,0,0,30
2103815,32,0,3,0,0,0,0,39
2103816,31,3,3,0,0,0,0,32
2103817,40,0,0,0,0,0,0,43
2103818,24,0,0,0,0,0,0,30
2103819,26,4,3,0,0,0,0,33
2103820,29,7,4,0,0,0,0,36
2103821,28,6,0,0,0,0,0,28
2103822,46,3,0,0,0,0,0,49
2103823,54,9,3,0,0,0,0,63
2103824,23,3,0,0,0,0,0,31
2103825,27,4,0,0,0,0,0,33
2103826,24,3,4,0,0,0,0,28
2103827,22,4,0,0,0,0,0,24
2103828,10,3,0,0,0,0,0,15
2103829,24,7,3,0,0,0,0,30
2103830,15,0,3,0,0,0,0,15
2103831,24,5,0,0,0,0,0,37
2103832,29,4,3,3,0,0,0,39
2103833,16,5,0,0,0,0,0,19
2103834,17,0,0,0,0,0,0,22
2103835,21,3,3,0,0,0,0,27
2103836,29,0,0,0,0,0,0,29
2103837,23,0,0,0,0,0,0,26
2103838,30,0,3,0,0,0,0,36
2103839,23,0,0,0,0,0,0,29
2103840,21,0,0,0,0,0,0,23
2103841,17,3,0,0,0,0,0,17
2103842,38,4,0,0,0,0,0,43
2103843,18,3,3,0,0,0,0,27
2103844,33,4,0,0,0,0,0,37
2103845,17,3,0,0,0,0,0,18
2103846,0,0,0,0,0,0,0,0
2103847,16,0,4,0,0,0,0,18
2103848,20,3,3,0,0,0,0,28
2103849,33,10,3,0,0,0,0,43
2103850,18,0,3,0,0,0,0,25
2103851,44,3,0,0,0,0,0,44
2103852,18,3,0,0,0,0,0,26
2103853,0,0,0,0,0,0,0,0
2103854,15,0,3,0,0,0,0,18
2103855,37,0,3,0,0,0,0,44
2103856,56,7,7,0,0,0,0,71
2103857,28,3,5,0,0,0,0,39
2103858,17,3,4,0,0,0,0,26
2103859,18,4,4,0,0,0,0,24
2103860,28,0,0,0,0,0,0,28
2103861,16,3,0,0,0,0,0,22
2103862,0,0,0,0,0,0,0,0
2103863,0,0,0,0,0,0,0,0
2103864,24,3,0,3,0,0,0,28
2103865,48,3,0,0,0,0,0,54
2103866,20,0,0,0,0,0,0,29
2103867,45,0,0,0,0,0,0,45
2103868,44,0,3,0,0,0,0,53
2103869,27,0,0,0,0,0,0,33
2103870,39,0,0,0,0,0,0,45
2103871,24,3,4,0,0,0,0,35
2103872,26,3,5,0,0,0,0,33
2103873,18,3,3,0,0,0,0,22
2103874,32,3,3,0,0,0,0,37
2103875,42,8,3,0,0,0,0,47
2103876,6,4,0,0,0,0,0,13
2103904,35,3,0,0,0,0,0,41
2103905,29,6,0,0,0,0,0,28
2103906,38,7,0,0,0,0,0,45
2103907,59,3,0,0,0,0,0,65
2103908,28,4,0,0,0,0,0,31
2103909,36,0,0,0,0,0,0,38
2103910,13,0,0,0,0,0,0,17
2103911,17,0,0,0,0,0,0,18
2103912,25,3,0,0,0,0,0,32
2103913,29,0,0,0,0,0,0,26
2103914,55,0,0,0,0,0,0,60
2103915,44,3,0,0,0,0,0,44
2103916,27,0,0,0,0,0,0,28
2103917,36,3,0,3,0,0,0,41
2103918,35,3,3,0,0,0,0,37
2103919,59,3,3,0,0,0,0,61
2103920,47,3,3,0,0,0,0,56
2103921,20,3,0,0,0,0,0,20
2103922,50,3,0,0,0,0,0,49
2103923,61,0,3,0,0,0,0,67
2103924,56,0,0,0,0,0,0,56
2103925,26,4,3,0,0,0,0,29
2103927,22,0,0,0,0,0,0,26
2103928,30,4,0,0,0,0,0,34
2103929,23,3,0,0,0,0,0,26
2103930,17,0,0,0,0,0,0,17
2103931,0,0,0,0,0,0,0,0
2103932,9,3,0,0,0,0,0,8
2103933,22,4,0,0,0,0,0,27
2103934,17,0,0,0,0,0,0,21
2103935,32,0,0,0,0,0,0,37
2103936,0,0,0,0,0,0,0,0
2103937,7,0,0,0,0,0,0,7
2103938,6,0,0,0,0,0,0,6
2103939,7,0,0,0,0,0,0,13
2104001,57,0,0,0,0,0,0,62
2104002,66,9,0,0,0,0,0,73
2104003,44,5,3,0,0,0,0,48
2104004,67,0,0,0,0,0,0,73
2104005,33,3,0,0,0,0,0,40
2104006,29,3,3,0,0,0,0,39
2104007,47,3,0,0,0,0,0,54
2104008,51,0,0,0,0,0,0,51
2104009,36,0,0,0,0,0,0,38
2104010,28,3,0,0,0,0,0,31
2104011,30,0,0,0,0,0,0,29
2104012,42,0,0,0,0,0,0,48
2104013,37,0,0,0,0,0,0,38
2104014,56,3,0,0,0,0,0,61
2104015,44,8,3,0,0,0,0,52
2104016,40,0,0,0,0,0,0,41
2104017,51,3,0,0,0,0,0,52
2104018,37,3,0,0,0,0,0,37
2104019,31,0,0,0,0,0,0,34
2104020,20,0,0,0,0,0,0,20
2104021,30,0,0,0,0,0,0,35
2104022,34,3,0,0,0,0,0,37
2104023,35,0,0,0,0,0,0,35
2104024,33,3,0,0,0,0,0,33
2104025,52,3,0,0,0,0,0,58
2104026,29,0,0,0,0,0,0,26
2104027,30,0,0,0,0,0,0,36
2104028,25,0,0,0,0,0,0,29
2104029,26,0,0,0,0,0,0,32
2104030,12,0,0,0,0,0,0,17
2104031,48,3,3,0,0,0,0,56
2104032,15,4,0,0,0,0,0,21
2104033,29,3,0,0,0,0,0,34
2104034,64,3,0,0,0,0,0,71
2104035,55,0,4,0,0,0,0,56
2104036,61,0,0,0,0,0,0,62
2104037,12,3,0,0,0,0,0,20
2104038,40,0,0,0,0,0,0,46
2104039,37,0,0,0,0,0,0,35
2104040,39,0,0,0,0,0,0,39
2104041,69,4,5,0,0,0,0,73
2104042,44,0,0,0,0,0,0,40
2104043,32,4,0,0,0,0,3,37
2104044,35,3,3,0,0,0,0,44
2104045,35,0,3,0,0,0,0,37
2104046,38,8,0,0,0,0,0,43
2104047,28,0,0,0,0,0,0,29
2104048,22,3,0,0,0,0,0,27
2104049,23,0,3,0,0,0,0,29
2104050,35,0,3,0,0,0,0,38
2104101,46,3,3,0,0,0,0,49
2104102,40,0,5,0,0,0,0,47
2104103,55,3,10,0,0,0,0,62
2104104,34,0,4,0,0,0,0,36
2104105,50,5,0,0,0,0,0,51
2104107,84,4,9,3,0,0,0,97
2104108,46,0,3,0,0,0,0,48
2104109,26,0,3,0,0,0,0,32
2104110,27,3,0,0,0,0,0,36
2104111,28,3,0,3,0,0,0,39
2104112,35,4,3,0,0,0,0,40
2104113,40,13,3,0,0,0,0,53
2104115,33,0,0,0,0,0,0,36
2104116,36,0,4,0,0,0,0,37
2104117,13,0,0,0,0,0,0,15
2104118,65,0,0,0,0,0,0,64
2104119,115,8,0,0,0,0,0,123
2104120,40,0,0,0,0,0,0,39
2104121,53,0,0,0,0,0,0,53
2104122,32,6,0,0,0,0,0,41
2104123,34,0,0,0,0,0,0,33
2104124,29,5,3,0,0,0,0,39
2104125,42,3,0,0,0,0,0,42
2104126,39,3,0,0,0,0,0,42
2104128,68,4,4,0,0,0,0,79
2104129,40,3,0,3,0,0,0,44
2104130,22,3,0,0,0,0,4,32
2104131,48,4,0,0,0,0,0,52
2104132,57,8,3,0,0,0,0,66
2104133,35,0,0,0,0,0,0,39
2104134,37,6,0,0,0,0,0,46
2104135,32,0,0,0,0,0,0,37
2104136,41,0,0,0,0,0,0,40
2104137,38,0,4,0,0,0,0,39
2104138,106,3,5,3,0,0,0,122
2104139,36,0,3,0,0,0,0,42
2104140,279,21,17,0,0,0,0,318
2104141,44,5,0,0,0,0,0,57
2104143,22,0,0,0,0,0,0,22
2104144,61,8,0,0,0,0,0,69
2104145,22,3,0,0,0,0,0,31
2104146,59,3,3,0,0,0,0,67
2104147,33,0,0,0,0,0,0,36
2104148,30,5,0,0,0,0,0,36
2104149,21,3,3,0,0,0,0,31
2104150,50,7,3,0,0,0,0,60
2104151,76,0,0,0,0,0,0,77
2104152,46,8,0,0,0,0,0,53
2104153,41,5,3,0,0,0,0,47
2104201,51,9,0,0,0,0,0,64
2104202,65,0,5,0,0,0,0,71
2104203,39,0,3,0,0,0,0,47
2104204,32,4,0,0,0,0,0,34
2104205,57,3,0,0,0,0,0,63
2104206,69,4,3,0,0,0,0,76
2104207,296,14,9,0,0,0,0,319
2104208,43,3,0,0,0,0,0,49
2104209,67,0,0,0,0,0,0,70
2104210,38,3,0,0,0,0,0,45
2104211,72,5,0,0,0,0,0,82
2104212,47,4,0,0,0,0,0,54
2104213,37,0,0,0,0,0,0,34
2104215,52,6,6,0,0,0,0,61
2104216,58,7,0,0,0,0,0,68
2104217,52,3,0,0,0,0,0,54
2104218,61,0,0,0,0,0,0,62
2104219,43,0,0,0,0,0,0,44
2104220,67,4,0,0,0,0,0,77
2104221,48,3,0,0,0,0,0,52
2104222,86,4,3,0,0,0,0,93
2104223,58,0,0,0,0,0,0,59
2104224,62,10,0,0,0,0,0,72
2104225,27,3,0,0,0,0,0,37
2104228,65,0,0,0,0,0,0,63
2104229,49,0,0,0,0,0,0,59
2104230,75,4,0,0,0,0,0,85
2104231,164,12,10,0,0,0,0,186
2104232,38,3,0,0,0,0,0,44
2104233,37,0,0,0,0,0,0,43
2104234,103,0,7,0,0,0,0,107
2104235,37,3,0,0,0,0,0,38
2104236,41,0,0,0,0,0,0,43
2104237,69,9,0,0,0,0,0,75
2104238,60,3,0,0,0,0,0,62
2104239,30,5,0,0,0,0,0,37
2104240,35,7,0,0,0,0,0,38
2104242,29,0,0,0,0,0,0,30
2104243,88,3,0,0,0,0,0,91
2104244,0,0,0,0,0,0,0,0
2104245,58,0,0,0,0,0,0,53
2104246,4,0,0,0,0,0,0,8
2104247,39,3,0,0,0,0,0,44
2104248,44,4,0,0,0,0,0,48
2104249,44,5,0,0,0,0,0,47
2104301,54,3,5,0,0,0,0,60
2104302,30,9,0,0,0,0,0,38
2104303,21,0,3,0,0,0,0,28
2104304,33,3,0,3,0,0,0,39
2104305,52,3,3,0,0,0,0,60
2104306,32,3,0,0,0,0,0,38
2104307,60,6,0,0,0,0,0,72
2104308,8,0,0,0,0,0,0,8
2104309,10,0,0,0,0,0,0,10
2104310,33,4,5,0,0,0,0,38
2104311,33,3,3,0,0,0,0,45
2104312,33,3,0,0,0,0,0,37
2104313,44,0,0,0,0,0,0,54
2104314,23,4,0,0,0,0,0,31
2104315,0,0,0,0,0,0,0,0
2104316,26,0,4,0,0,0,0,31
2104317,31,3,3,0,0,0,0,38
2104318,68,6,0,0,0,0,0,78
2104319,78,3,0,0,0,0,0,86
2104320,50,7,4,0,0,0,0,60
2104321,43,9,5,0,0,0,0,57
2104322,46,3,7,0,0,0,0,57
2104324,40,4,0,0,0,0,0,51
2104325,3,0,0,0,0,0,0,3
2104326,32,8,5,0,0,0,0,44
2104327,40,9,3,0,0,0,0,48
2104329,56,12,3,0,0,0,0,71
2104330,59,3,0,3,0,0,0,61
2104331,74,6,3,0,0,0,0,90
2104332,78,8,6,0,0,0,0,89
2104333,21,9,0,0,0,0,0,32
2104334,60,4,3,0,0,0,0,74
2104335,49,3,8,0,0,0,0,55
2104337,55,3,0,0,0,0,0,63
2104338,69,0,3,0,0,0,0,77
2104339,136,11,6,3,0,0,3,155
2104340,49,5,0,0,0,0,0,54
2104341,24,3,3,0,0,0,0,29
2104342,17,3,0,0,0,0,0,18
2104343,226,24,14,0,0,0,3,262
2104344,58,3,3,0,0,0,0,59
2104401,27,6,3,0,0,0,0,37
2104402,33,5,3,0,0,0,0,41
2104403,30,3,0,0,0,0,0,31
2104404,39,0,3,0,0,0,0,38
2104405,36,6,3,0,0,0,0,47
2104406,71,6,4,0,0,0,0,88
2104407,50,9,5,0,0,0,0,59
2104408,17,8,0,0,0,0,0,25
2104409,61,9,0,0,0,0,0,66
2104410,40,0,3,0,0,0,3,46
2104411,54,0,0,0,0,0,0,55
2104412,42,7,3,0,0,0,0,49
2104413,62,3,0,0,0,0,0,69
2104414,61,10,3,0,0,0,0,68
2104415,19,3,0,0,0,0,0,23
2104416,33,3,0,0,0,0,0,40
2104417,150,15,5,0,0,0,0,170
2104418,32,5,0,0,0,0,0,38
2104420,25,5,0,0,0,0,0,37
2104422,38,6,3,0,0,0,0,48
2104423,63,4,3,0,0,0,0,75
2104424,25,4,0,0,0,0,0,36
2104425,103,11,5,0,0,0,0,119
2104426,34,3,4,0,0,0,0,40
2104427,131,12,7,0,0,0,0,159
2104428,49,4,4,0,0,0,0,60
2104429,29,3,0,0,0,0,0,29
2104501,32,5,4,0,0,0,0,37
2104502,55,9,0,0,0,0,0,61
2104503,12,3,0,0,0,0,0,22
2104504,19,0,0,0,0,0,0,19
2104505,36,7,5,0,0,0,0,49
2104506,47,7,3,0,0,0,0,61
2104507,36,3,0,0,0,0,0,41
2104508,52,7,9,0,0,0,0,64
2104509,34,0,0,0,0,0,0,36
2104510,33,0,0,3,0,0,0,34
2104511,31,3,0,0,0,0,0,35
2104512,18,3,0,0,0,0,0,23
2104513,26,0,0,0,0,0,0,28
2104514,29,3,0,0,0,0,3,33
2104515,19,3,3,0,0,0,0,27
2104516,28,3,0,0,0,0,0,35
2104517,83,12,3,0,0,0,0,95
2104518,43,4,3,0,0,0,0,46
2104519,54,3,4,0,0,0,0,64
2104520,31,3,0,0,0,0,0,36
2104521,21,0,0,0,0,0,0,23
2104522,34,3,0,0,0,0,0,38
2104523,27,3,4,0,0,0,0,34
2104524,30,3,0,0,0,0,0,41
2104525,27,4,3,0,0,0,0,36
2104526,26,3,0,0,0,0,0,33
2104527,26,3,0,0,0,0,0,31
2104528,32,7,0,0,0,0,0,33
2104530,36,8,0,0,0,0,0,38
2104531,32,6,0,0,0,0,0,37
2104532,25,4,4,0,0,0,0,31
2104533,30,0,3,0,0,0,0,30
2104534,30,3,0,0,0,0,0,30
2104535,24,0,3,0,0,0,0,33
2104536,0,0,0,0,0,0,0,0
2104537,0,0,0,0,0,0,0,0
2104601,63,0,0,0,0,0,0,68
2104602,86,0,3,0,0,0,0,90
2104603,34,3,0,0,0,0,0,37
2104604,21,0,0,0,0,0,0,21
2104605,22,0,0,0,0,0,0,28
2104606,64,3,3,0,0,0,0,67
2104607,39,0,0,0,0,0,0,37
2104608,39,0,0,0,0,0,0,39
2104609,38,0,0,0,0,0,0,38
2104610,44,3,0,0,0,0,0,45
2104611,69,0,0,0,0,0,0,69
2104612,71,3,0,0,0,0,3,77
2104613,52,3,4,0,0,0,0,55
2104614,65,3,0,0,0,0,0,68
2104615,63,5,0,0,0,0,0,69
2104616,26,4,3,0,0,0,0,30
2104617,69,3,0,0,0,0,0,75
2104618,23,3,0,0,0,0,0,22
2104619,15,0,0,0,0,0,0,23
2104620,48,0,0,0,0,0,0,51
2104621,45,0,0,0,0,0,0,45
2104622,32,3,0,0,0,0,0,40
2104623,51,0,0,0,0,0,0,52
2104624,55,0,0,0,0,0,0,54
2104625,25,0,0,0,0,0,0,25
2104701,0,0,0,0,0,0,0,0
2104702,0,0,0,0,0,0,0,0
2104703,24,3,0,0,0,0,0,33
2104704,53,3,0,0,0,0,0,59
2104705,25,0,0,0,0,0,0,27
2104706,44,0,0,3,0,0,0,49
2104707,31,3,0,0,0,0,0,35
2104708,52,3,0,0,0,0,0,59
2104709,36,3,0,0,0,0,0,46
2104710,33,4,0,0,0,0,0,40
2104711,38,0,0,0,0,0,0,50
2104712,27,0,3,0,0,0,0,33
2104713,40,0,0,0,0,0,0,43
2104714,18,0,3,0,0,0,0,23
2104715,102,6,0,0,0,0,0,105
2104716,71,4,3,0,0,0,0,82
2104717,0,0,0,0,0,0,0,0
2104718,33,0,0,0,0,0,0,39
2104719,24,0,0,0,0,0,3,27
2104720,31,0,3,0,0,0,0,37
2104721,45,0,0,0,0,0,0,46
2104722,23,0,0,0,0,0,0,29
2104723,72,3,3,0,0,0,0,78
2104724,44,7,3,0,0,0,0,52
2104725,8,0,3,0,0,0,0,15
2104726,14,0,0,0,0,0,0,14
2104727,0,0,0,0,0,0,0,0
2104728,48,7,5,0,0,0,0,66
2104729,60,3,0,0,0,0,0,64
2104730,52,6,0,0,0,0,0,57
2104731,48,3,0,0,0,0,0,55
2104732,0,0,0,0,0,0,0,0
2104733,38,0,0,0,0,0,0,40
2104734,10,0,3,0,0,0,0,10
2104735,50,3,0,0,0,0,0,62
2104736,11,3,0,0,0,0,0,11
2104737,24,3,0,0,0,0,0,29
2104738,42,7,4,0,0,0,0,48
2104739,38,4,0,0,0,0,0,44
2104740,33,3,0,0,0,0,0,38
2104801,31,5,3,0,0,0,0,45
2104802,26,5,0,0,0,0,0,30
2104803,72,9,3,0,0,0,0,85
2104804,74,5,0,0,0,0,3,83
2104805,44,3,3,0,0,0,0,55
2104806,28,0,0,0,0,0,0,34
2104808,47,4,0,0,0,0,0,58
2104809,16,0,0,0,0,0,0,21
2104810,38,4,3,0,0,0,0,42
2104811,40,8,3,0,0,0,0,46
2104812,19,4,0,0,0,0,0,22
2104813,76,3,3,0,0,0,5,85
2104814,36,4,0,0,0,0,0,36
2104815,19,0,0,0,0,0,0,19
2104816,48,5,0,0,0,0,0,61
2104817,49,5,0,0,0,0,0,52
2104818,23,0,0,0,0,0,0,22
2104819,28,5,0,0,0,0,0,41
2104820,36,3,0,0,0,0,0,47
2104821,32,0,3,0,0,0,0,37
2104822,28,4,0,0,0,0,0,33
2104823,79,12,6,0,0,0,0,100
2104824,16,3,0,0,0,0,0,20
2104825,33,3,4,0,0,0,0,37
2104826,27,0,0,0,0,0,0,26
2104827,22,0,0,0,0,0,0,28
2104828,31,6,0,0,0,0,0,40
2104829,39,3,3,0,0,0,0,46
2104830,16,3,0,0,0,0,0,18
2104831,17,0,0,0,0,0,3,23
2104832,131,6,15,0,0,0,0,153
2104833,30,0,0,0,0,0,0,33
2104901,35,0,0,0,0,0,0,33
2104902,27,0,3,0,0,0,0,33
2104903,22,7,0,0,0,0,0,27
2104904,51,3,0,0,0,0,0,58
2104905,64,7,0,0,0,0,0,69
2104906,40,0,0,0,0,0,0,37
2104907,26,3,0,0,0,0,0,34
2104908,41,0,0,0,0,0,0,40
2104909,39,3,0,0,0,0,0,41
2104910,31,3,4,0,0,0,0,37
2104911,33,5,0,0,0,0,0,36
2105001,25,5,0,0,0,0,0,32
2105002,31,3,3,0,0,0,0,39
2105003,51,3,0,0,0,0,0,59
2105004,55,7,0,0,0,0,0,59
2105005,53,4,0,0,0,0,0,63
2105006,30,4,0,0,0,0,0,35
2105007,24,3,0,0,0,0,0,29
2105008,29,0,0,0,0,0,0,35
2105009,45,0,0,0,0,0,0,47
2105010,28,0,0,0,0,0,0,29
2105011,30,0,0,0,0,0,0,35
2105012,55,3,0,0,0,0,0,54
2105013,47,5,0,0,0,0,0,49
2105014,54,3,0,0,0,0,0,57
2105015,43,0,0,0,0,0,0,45
2105016,68,8,3,0,0,0,0,75
2105017,52,0,0,0,0,0,0,50
2105018,40,3,0,0,0,0,0,42
2105019,44,0,0,0,0,0,0,50
2105020,57,4,3,0,0,0,0,64
2105021,42,0,0,0,0,0,0,46
2105022,67,5,3,0,0,0,0,75
2105023,54,3,0,0,0,0,0,58
2105024,73,0,0,0,0,0,0,72
2105025,23,0,0,0,0,0,0,25
2105026,55,0,3,0,0,0,0,58
2105028,34,8,3,0,0,0,0,45
2105029,46,5,3,0,0,0,0,56
2105030,27,3,3,0,0,0,0,32
2105031,40,5,0,0,0,0,0,42
2105032,96,3,0,0,0,0,0,98
2105033,23,3,0,0,0,0,0,26
2105034,35,0,0,0,0,0,0,34
2105035,75,6,0,0,0,0,0,87
2105036,75,3,3,0,0,0,0,84
2105037,152,8,12,0,0,0,0,169
2105039,52,3,0,0,0,0,0,55
2105040,87,3,0,0,0,0,0,93
2105041,30,0,0,0,0,0,0,32
2105043,376,25,30,3,0,0,0,433
2105044,38,0,0,0,0,0,0,38
2105045,0,0,0,0,0,0,0,0
2105046,62,10,0,0,0,0,0,71
2105047,59,5,0,0,0,0,0,60
2105048,31,0,0,0,0,0,0,31
2105049,61,0,0,0,0,0,0,63
2105050,58,8,5,0,0,0,0,66
2105051,82,11,6,0,0,0,0,97
2105101,29,0,0,0,0,0,0,29
2105102,19,3,0,0,0,0,0,17
2105103,12,3,0,0,0,0,0,15
