UCL_CODE_2016,P_15_19_Num_chld_evr_brn_Nne,P_15_19_Num_chld_evr_brn_1,P_15_19_Num_chld_evr_brn_2,P_15_19_Num_chld_evr_brn_3,P_15_19_Num_chld_evr_brn_4,P_15_19_Num_chld_evr_brn_5,P_15_19_Num_chd_evr_brn_6_mr,P_15_19_Num_chld_evr_brn_ns,P_15_19_yrs_Total,P_20_24_Num_chld_evr_brn_Nne,P_20_24_Num_chld_evr_brn_1,P_20_24_Num_chld_evr_brn_2,P_20_24_Num_chld_evr_brn_3,P_20_24_Num_chld_evr_brn_4,P_20_24_Num_chld_evr_brn_5,P_20_24_Num_chd_evr_brn_6_mr,P_20_24_Num_chld_evr_brn_ns,P_20_24_yrs_Total,P_25_29_Num_chld_evr_brn_Nne,P_25_29_Num_chld_evr_brn_1,P_25_29_Num_chld_evr_brn_2,P_25_29_Num_chld_evr_brn_3,P_25_29_Num_chld_evr_brn_4,P_25_29_Num_chld_evr_brn_5,P_25_29_Num_chd_evr_brn_6_mr,P_25_29_Num_chld_evr_brn_ns,P_25_29_yrs_Total,P_30_34_Num_chld_evr_brn_Nne,P_30_34_Num_chld_evr_brn_1,P_30_34_Num_chld_evr_brn_2,P_30_34_Num_chld_evr_brn_3,P_30_34_Num_chld_evr_brn_4,P_30_34_Num_chld_evr_brn_5,P_30_34_Num_chd_evr_brn_6_mr,P_30_34_Num_chld_evr_brn_ns,P_30_34_yrs_Total,P_35_39_Num_chld_evr_brn_Nne,P_35_39_Num_chld_evr_brn_1,P_35_39_Num_chld_evr_brn_2,P_35_39_Num_chld_evr_brn_3,P_35_39_Num_chld_evr_brn_4,P_35_39_Num_chld_evr_brn_5,P_35_39_Num_chd_evr_brn_6_mr,P_35_39_Num_chld_evr_brn_ns,P_35_39_yrs_Total,P_40_44_Num_chld_evr_brn_Nne,P_40_44_Num_chld_evr_brn_1,P_40_44_Num_chld_evr_brn_2,P_40_44_Num_chld_evr_brn_3,P_40_44_Num_chld_evr_brn_4,P_40_44_Num_chld_evr_brn_5,P_40_44_Num_chd_evr_brn_6_mr,P_40_44_Num_chld_evr_brn_ns,P_40_44_yrs_Total,P_45_49_Num_chld_evr_brn_Nne,P_45_49_Num_chld_evr_brn_1,P_45_49_Num_chld_evr_brn_2,P_45_49_Num_chld_evr_brn_3,P_45_49_Num_chld_evr_brn_4,P_45_49_Num_chld_evr_brn_5,P_45_49_Num_chd_evr_brn_6_mr,P_45_49_Num_chld_evr_brn_ns,P_45_49_yrs_Total,P_50_54_Num_chld_evr_brn_Nne,P_50_54_Num_chld_evr_brn_1,P_50_54_Num_chld_evr_brn_2,P_50_54_Num_chld_evr_brn_3,P_50_54_Num_chld_evr_brn_4,P_50_54_Num_chld_evr_brn_5,P_50_54_Num_chd_evr_brn_6_mr,P_50_54_Num_chld_evr_brn_ns,P_50_54_yrs_Total,P_55_59_Num_chld_evr_brn_Nne,P_55_59_Num_chld_evr_brn_1,P_55_59_Num_chld_evr_brn_2,P_55_59_Num_chld_evr_brn_3,P_55_59_Num_chld_evr_brn_4,P_55_59_Num_chld_evr_brn_5,P_55_59_Num_chd_evr_brn_6_mr,P_55_59_Num_chld_evr_brn_ns,P_55_59_yrs_Total,P_60_64_Num_chld_evr_brn_Nne,P_60_64_Num_chld_evr_brn_1,P_60_64_Num_chld_evr_brn_2,P_60_64_Num_chld_evr_brn_3,P_60_64_Num_chld_evr_brn_4,P_60_64_Num_chld_evr_brn_5,P_60_64_Num_chd_evr_brn_6_mr,P_60_64_Num_chld_evr_brn_ns,P_60_64_yrs_Total,P_65_69_Num_chld_evr_brn_Nne,P_65_69_Num_chld_evr_brn_1,P_65_69_Num_chld_evr_brn_2,P_65_69_Num_chld_evr_brn_3,P_65_69_Num_chld_evr_brn_4,P_65_69_Num_chld_evr_brn_5,P_65_69_Num_chd_evr_brn_6_mr,P_65_69_Num_chld_evr_brn_ns,P_65_69_yrs_Total,P_70_74_Num_chld_evr_brn_Nne,P_70_74_Num_chld_evr_brn_1,P_70_74_Num_chld_evr_brn_2,P_70_74_Num_chld_evr_brn_3,P_70_74_Num_chld_evr_brn_4,P_70_74_Num_chld_evr_brn_5,P_70_74_Num_chd_evr_brn_6_mr,P_70_74_Num_chld_evr_brn_ns,P_70_74_yrs_Total,P_75_79_Num_chld_evr_brn_Nne,P_75_79_Num_chld_evr_brn_1,P_75_79_Num_chld_evr_brn_2,P_75_79_Num_chld_evr_brn_3,P_75_79_Num_chld_evr_brn_4,P_75_79_Num_chld_evr_brn_5,P_75_79_Num_chd_evr_brn_6_mr,P_75_79_Num_chld_evr_brn_ns,P_75_79_yrs_Total,P_80_84_Num_chld_evr_brn_Nne,P_80_84_Num_chld_evr_brn_1,P_80_84_Num_chld_evr_brn_2,P_80_84_Num_chld_evr_brn_3,P_80_84_Num_chld_evr_brn_4,P_80_84_Num_chld_evr_brn_5,P_80_84_Num_chd_evr_brn_6_mr,P_80_84_Num_chld_evr_brn_ns,P_80_84_yrs_Total,P_85_ov_Num_chld_evr_brn_Nne,P_85_ov_Num_chld_evr_brn_1,P_85_ov_Num_chld_evr_brn_2,P_85_ov_Num_chld_evr_brn_3,P_85_ov_Num_chld_evr_brn_4,P_85_ov_Num_chld_evr_brn_5,P_85_ov_Num_chd_evr_brn_6_mr,P_85_ov_Num_chld_evr_brn_ns,P_85ov_Total,Tot_Nmbr_child_ever_born_None,Tot_Nmbr_children_ever_born_1,Tot_Nmbr_children_ever_born_2,Tot_Nmbr_children_ever_born_3,Tot_Nmbr_children_ever_born_4,Tot_Nmbr_children_ever_born_5,Tot_Nmbr_chidrn_ever_brn_6_mr,Tot_Nmbr_childrn_ever_born_Ns,Total_Total
UCL215089,60,0,0,0,0,0,0,10,70,59,0,0,0,0,0,0,4,62,25,3,0,0,0,0,0,0,30,11,0,10,0,0,0,0,0,17,9,8,13,9,3,0,0,0,35,0,4,27,18,5,0,0,7,55,4,8,42,12,0,0,0,3,64,3,6,46,31,0,3,0,0,91,6,8,34,28,4,0,0,7,84,4,3,20,15,3,3,0,0,51,7,4,21,10,6,0,0,0,44,0,4,5,5,7,0,0,0,24,0,0,0,6,3,0,0,0,12,0,0,0,0,4,0,0,0,4,0,0,3,0,0,0,0,0,4,185,40,211,123,43,7,3,32,639
UCL215090,94,0,0,0,0,0,0,12,99,57,5,5,0,0,0,0,13,81,43,11,5,0,0,0,0,5,65,27,28,27,6,4,0,0,7,91,22,20,55,15,0,0,0,8,126,23,20,75,42,8,0,0,13,174,20,23,53,30,12,0,3,9,154,21,15,55,24,16,0,0,11,149,20,13,49,33,3,4,0,9,130,21,17,35,25,15,3,4,10,131,17,12,40,23,17,8,3,6,121,11,4,19,23,12,5,0,17,98,9,9,5,14,8,8,5,10,70,0,3,10,10,7,8,4,10,48,8,5,3,8,5,0,4,40,74,387,181,436,252,104,39,23,184,1612
UCL215091,111,3,0,0,0,0,0,21,138,108,7,3,0,0,0,0,9,125,78,33,24,6,0,0,0,13,147,30,42,50,13,3,0,4,4,142,24,17,48,24,11,0,0,4,137,14,26,46,36,10,3,0,8,156,19,10,48,38,15,0,3,9,136,11,18,69,26,10,4,3,12,143,8,6,43,26,18,5,3,4,118,6,9,32,31,13,5,0,11,116,11,12,36,29,5,0,0,3,102,0,6,22,8,4,4,0,4,50,0,0,13,13,11,0,0,0,41,0,3,6,8,5,8,0,5,33,0,0,11,3,3,0,3,0,24,423,197,449,268,106,37,28,112,1618
UCL215092,26,0,0,0,0,0,0,4,31,28,3,3,0,0,0,0,7,42,13,7,13,0,0,0,0,3,39,7,4,6,3,0,0,0,0,25,3,5,11,0,4,0,3,3,31,9,5,9,0,4,0,0,3,27,5,3,14,4,7,0,0,4,40,3,4,16,9,6,0,0,3,46,3,7,10,4,7,0,0,0,34,0,0,13,10,9,0,0,3,38,6,0,10,10,3,3,0,3,35,0,0,3,7,3,3,3,0,18,3,0,4,3,3,0,0,3,18,0,0,3,4,4,5,0,4,22,0,3,0,3,0,0,0,0,10,100,46,116,58,55,15,9,53,450
UCL215093,57,0,0,0,0,0,0,7,62,57,3,3,0,0,0,0,7,64,58,8,15,0,0,0,0,3,79,23,6,21,17,7,0,0,11,74,12,6,19,23,6,0,0,0,67,9,16,38,16,8,3,0,5,92,6,11,26,28,5,0,0,0,79,3,5,29,23,6,0,3,4,80,8,3,28,9,3,0,0,6,57,9,6,19,12,10,6,0,4,65,0,11,27,17,7,3,0,0,68,3,0,16,9,13,5,0,0,51,0,6,7,13,4,0,0,6,38,3,0,3,3,5,0,0,0,13,0,0,3,3,0,0,0,0,11,239,78,264,170,72,18,6,49,904
UCL215094,82,0,0,0,0,0,0,16,98,53,5,3,0,0,0,0,5,70,38,13,17,3,0,0,0,5,78,26,9,32,10,0,0,0,9,92,11,16,21,18,5,0,0,10,74,14,10,28,29,13,3,0,3,105,14,16,31,37,8,0,0,6,116,9,7,36,20,18,6,0,9,98,8,8,36,18,11,3,0,8,88,13,11,42,18,11,3,0,3,99,10,5,33,31,8,8,0,3,103,8,3,30,24,12,8,4,10,82,4,6,11,13,8,3,4,0,44,4,4,10,14,6,0,0,3,43,4,7,19,15,3,5,3,6,59,281,120,348,242,114,38,14,89,1257
UCL215095,13,0,0,0,0,0,0,3,19,32,4,0,0,0,0,0,6,44,14,8,6,0,0,0,0,3,37,16,6,18,6,0,0,0,0,50,7,3,9,3,0,0,0,3,22,0,4,10,12,0,0,0,0,30,4,3,4,4,3,0,0,0,28,4,5,17,10,0,0,0,3,44,7,9,13,10,7,0,0,0,49,4,3,9,14,11,0,0,8,46,3,3,18,16,3,3,0,7,47,3,0,11,6,7,0,0,0,32,0,0,3,9,0,4,6,3,19,0,0,0,3,3,4,0,3,14,0,0,3,3,0,0,0,0,6,108,43,124,98,39,13,9,44,482
UCL215096,30,0,0,0,0,0,0,7,36,20,11,0,3,0,0,0,3,39,15,5,4,4,0,0,0,6,45,10,10,9,11,0,0,0,3,46,6,3,10,9,3,0,0,3,34,7,5,3,8,3,0,3,0,33,8,9,15,13,5,0,0,9,56,8,9,15,9,5,0,0,3,50,11,7,13,11,8,3,0,3,56,9,10,24,16,7,3,5,4,74,5,3,23,20,12,0,3,8,69,7,9,7,12,6,3,3,8,61,4,5,12,22,8,9,8,8,68,0,0,8,14,10,3,3,5,49,7,0,4,16,13,3,9,14,62,146,87,151,162,81,30,34,89,772
UCL215097,28,0,0,0,0,0,0,7,33,20,3,0,0,0,0,0,0,19,5,7,3,0,0,0,0,3,20,4,3,6,0,0,0,0,0,19,0,3,5,5,3,0,0,3,20,0,0,13,15,3,0,0,0,33,3,4,10,7,5,3,0,0,30,11,3,5,14,3,3,0,0,41,5,4,21,12,6,0,3,5,62,6,4,18,12,0,0,0,3,39,0,4,12,15,3,4,0,3,39,6,0,17,12,7,0,0,4,50,7,3,7,9,0,3,3,4,39,3,0,10,5,5,0,6,0,26,0,3,3,11,3,0,3,3,27,100,43,142,114,40,13,15,37,497
UCL221001,25,0,0,0,0,0,0,4,28,20,0,0,0,0,0,0,0,18,16,4,3,0,0,0,0,0,27,3,4,4,4,0,0,0,0,17,0,8,10,3,0,0,0,3,27,0,4,14,7,3,0,0,3,31,3,0,15,8,3,0,0,0,30,0,0,3,3,4,0,0,0,18,3,3,5,3,4,0,0,0,26,3,0,3,3,0,0,0,0,10,0,0,3,3,0,0,0,0,14,0,0,0,0,0,3,0,0,11,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,4,67,27,74,44,23,11,8,20,274
UCL221002,18,0,0,0,0,0,0,0,16,21,0,3,0,0,0,0,0,26,5,6,7,0,0,0,0,0,16,5,10,3,0,0,0,0,0,23,6,3,9,0,3,0,0,4,28,3,0,11,4,5,0,0,5,36,3,0,12,3,3,0,0,0,28,7,3,6,4,0,0,0,0,31,6,6,14,7,3,0,0,0,37,4,0,13,5,0,3,0,0,28,0,3,15,3,3,0,0,3,26,5,0,4,9,5,0,3,3,25,0,0,4,4,4,0,3,5,17,0,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,3,6,88,33,102,53,28,12,6,33,360
UCL221003,17,0,0,0,0,0,0,4,17,19,3,3,0,0,0,0,0,24,8,3,7,0,0,0,0,0,18,3,9,0,0,3,0,0,0,17,4,3,5,7,5,0,0,4,27,5,0,8,4,0,0,3,3,23,3,0,9,4,4,0,0,0,20,0,0,10,4,3,0,0,0,24,7,0,10,9,9,0,3,3,32,9,5,7,13,3,0,0,3,43,5,5,13,10,4,0,0,8,44,3,0,7,9,3,7,4,0,43,3,0,3,9,9,3,3,4,29,3,0,3,3,4,3,0,0,17,0,0,4,0,0,3,0,8,17,93,35,93,71,48,13,20,42,412
UCL221004,18,0,0,0,0,0,0,3,23,14,3,0,0,0,0,0,0,17,10,7,4,0,0,0,0,0,17,0,3,0,0,0,0,0,0,14,0,4,4,7,3,0,0,4,21,0,0,11,5,0,0,0,3,22,3,0,10,5,0,0,0,0,23,0,3,4,3,0,0,0,0,18,3,8,12,3,0,0,0,0,28,0,0,0,0,0,0,0,4,7,0,0,0,4,3,0,0,0,8,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,52,32,59,34,18,6,9,15,206
UCL221005,38,0,0,0,0,0,0,4,43,10,0,0,0,0,0,0,0,10,6,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,8,0,0,6,9,0,0,0,0,17,0,0,15,9,0,0,0,4,29,0,3,24,12,3,0,0,0,39,0,6,12,15,3,3,0,0,39,0,5,10,7,4,0,0,3,23,0,3,10,3,0,0,0,0,19,0,0,9,5,4,0,0,0,17,0,0,4,3,3,0,0,0,8,0,0,0,4,0,0,0,0,6,0,0,3,0,0,0,3,0,5,0,0,0,3,0,0,0,0,7,63,18,81,73,19,8,9,18,287
UCL221006,15,0,0,0,0,0,0,0,16,8,0,0,0,0,0,0,3,11,7,5,4,0,0,0,0,0,20,4,3,6,3,0,0,0,0,17,4,0,4,8,0,0,0,0,12,3,0,4,3,0,0,0,4,24,4,0,0,4,10,0,0,0,20,3,0,4,7,3,0,0,0,21,0,0,0,4,5,0,0,6,18,0,0,3,6,6,0,0,3,19,0,3,4,8,5,0,0,3,28,0,0,4,4,4,0,3,3,19,4,0,0,3,3,0,0,0,14,0,0,0,6,3,3,4,0,22,0,0,0,0,3,4,4,4,24,55,18,44,59,43,17,17,32,281
UCL221007,12,0,0,0,0,0,0,0,13,11,0,0,0,0,0,0,0,14,9,0,3,0,0,0,0,0,8,3,3,10,4,0,0,0,0,21,3,3,5,3,3,0,0,0,21,3,3,3,3,0,0,0,4,17,0,5,3,3,3,0,0,0,17,3,3,3,3,3,0,0,0,16,0,3,5,6,3,0,0,0,17,3,3,4,4,0,0,0,0,24,0,0,10,4,3,0,0,3,22,0,0,3,4,4,0,0,0,17,0,0,7,0,0,0,0,0,11,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,3,51,23,53,38,18,8,7,14,211
UCL221008,18,0,0,0,0,0,0,0,18,12,0,0,0,0,0,0,3,17,9,4,0,0,0,0,0,0,14,0,0,3,4,0,0,0,0,11,0,3,5,10,0,0,0,0,21,0,0,4,3,3,0,0,0,13,4,3,7,3,3,0,0,3,22,8,0,4,10,3,0,0,3,23,4,4,11,9,5,0,0,3,36,0,0,7,7,0,0,0,0,20,0,3,3,12,5,0,0,3,25,0,3,3,4,0,0,0,3,14,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,59,29,44,59,22,4,3,18,243
UCL221009,18,0,0,0,0,0,0,0,18,5,0,0,0,0,0,0,0,7,10,3,0,0,0,0,0,0,13,0,3,6,4,0,0,0,0,16,3,3,3,0,3,0,0,0,16,3,4,7,6,0,0,0,0,17,4,0,8,3,5,0,0,0,19,0,0,6,7,0,0,0,0,23,0,4,15,5,3,3,0,4,34,0,0,11,7,3,0,3,3,25,0,0,3,9,5,0,0,7,29,0,0,8,17,7,0,3,3,36,0,3,3,6,0,0,4,5,24,3,0,5,3,7,3,0,3,24,3,3,7,6,9,3,0,10,41,48,26,75,83,50,14,11,39,340
UCL221010,11,0,0,0,0,0,0,3,12,6,4,0,3,0,0,0,0,18,9,0,4,0,0,0,0,0,13,3,3,12,5,0,0,0,0,27,0,10,6,7,0,0,0,0,23,0,0,3,8,0,0,0,0,14,5,3,3,9,3,0,0,0,18,0,0,0,3,0,0,0,0,18,3,3,17,8,6,0,0,5,37,3,4,5,8,3,0,0,3,23,7,0,5,6,0,0,0,4,13,0,0,3,0,0,0,0,0,8,0,0,0,3,3,3,0,0,9,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,3,47,31,56,61,25,9,0,13,239
UCL221011,12,0,0,0,0,0,0,3,13,8,3,0,0,0,0,0,0,9,7,0,5,0,0,0,0,0,15,3,0,6,0,0,0,0,0,8,3,6,15,3,0,0,0,3,28,7,0,6,0,0,0,0,3,19,0,5,3,3,0,0,0,0,16,0,0,11,0,4,0,0,0,21,10,0,6,3,6,0,0,4,30,0,0,4,3,5,0,0,5,18,0,0,6,6,3,0,0,0,23,0,0,3,4,0,3,0,0,9,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,3,53,24,71,24,16,5,8,25,229
UCL221012,14,0,0,0,0,0,0,3,15,8,0,0,0,0,0,0,3,9,3,0,3,0,0,0,0,0,6,0,4,6,0,0,0,0,0,12,0,3,6,4,3,0,0,0,23,3,3,10,6,4,0,0,4,24,0,0,14,3,4,0,0,0,26,4,3,11,8,5,0,0,0,23,0,0,8,6,3,0,0,3,22,3,0,3,5,3,0,0,0,14,0,0,0,4,0,0,0,3,17,0,0,4,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,35,17,65,39,26,4,3,19,210
UCL221013,15,0,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,13,0,0,8,0,0,0,0,0,9,0,0,0,4,0,0,0,0,10,0,0,10,3,3,0,0,0,17,3,0,3,11,3,0,0,0,28,0,0,11,7,0,0,0,0,27,0,0,8,13,0,0,0,6,24,0,0,9,8,6,0,0,0,21,3,0,4,0,4,0,0,0,17,0,0,5,3,3,0,0,0,11,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,34,7,57,52,25,3,4,11,190
UCL221014,12,0,0,0,0,0,0,0,10,15,3,0,0,0,0,0,0,21,18,3,0,0,0,0,0,3,29,3,0,8,3,0,0,0,0,18,4,4,11,6,0,0,0,0,23,8,0,7,3,3,0,0,0,23,4,3,5,4,3,0,0,6,30,0,0,8,4,0,0,0,3,23,0,3,8,5,0,0,0,0,24,0,0,4,0,0,0,0,0,9,0,0,7,0,0,0,0,7,18,0,0,3,3,0,0,0,0,6,3,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,21,66,40,19,3,0,24,239
UCL221015,15,0,0,0,0,0,0,6,24,6,3,0,0,0,0,0,0,15,13,0,5,0,0,0,0,0,17,5,7,6,0,0,0,0,4,23,4,5,4,0,0,0,0,0,22,5,4,5,4,0,0,0,3,23,7,3,11,6,0,0,0,4,27,5,5,5,3,3,0,0,5,31,12,0,13,10,0,3,0,0,34,5,0,15,15,4,0,0,3,44,4,4,4,16,4,0,0,7,36,4,6,10,7,3,0,0,3,42,0,0,4,7,3,0,0,0,21,0,0,3,4,3,3,0,3,18,0,0,0,3,0,0,0,0,6,84,42,98,71,30,9,4,42,372
UCL221016,15,0,0,0,0,0,0,0,13,5,3,0,0,0,0,0,0,6,8,3,3,0,0,0,0,3,14,3,8,10,3,0,0,0,0,19,5,5,7,9,3,0,0,0,21,3,0,12,4,0,0,0,0,19,3,0,10,0,0,0,4,3,22,3,3,3,4,3,0,0,0,16,3,3,12,3,0,0,0,0,15,3,4,5,7,0,0,0,0,15,0,0,3,8,0,0,0,0,14,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,4,0,0,5,0,0,0,0,0,6,43,26,63,39,12,3,3,10,203
UCL221017,23,0,0,0,0,0,0,3,27,17,5,0,0,0,0,0,3,20,0,6,6,5,0,0,0,0,14,7,0,10,5,0,0,0,0,21,3,0,8,4,6,0,0,0,25,0,7,3,6,5,0,0,0,25,0,0,13,6,5,0,0,0,25,4,4,6,12,3,0,3,0,35,3,3,7,7,6,0,0,0,27,3,0,16,8,7,0,0,0,31,3,3,6,9,0,0,0,3,32,4,3,3,5,5,0,0,0,20,0,0,3,6,7,3,0,0,17,0,0,0,0,4,0,0,0,8,0,0,4,3,0,0,0,0,14,73,32,77,85,42,11,7,16,343
UCL221018,25,0,0,0,0,0,0,4,27,10,0,0,0,0,0,0,0,15,4,6,0,3,0,0,0,0,11,3,3,3,0,0,0,0,0,13,3,3,4,7,0,0,0,0,19,5,0,5,5,3,0,3,0,21,9,8,11,10,0,0,0,0,31,3,5,9,7,3,0,0,4,36,3,0,13,10,3,0,0,0,38,7,3,14,10,0,0,0,3,42,4,3,7,17,5,0,0,0,39,3,0,5,3,4,3,4,3,24,0,0,4,14,4,4,9,10,38,3,0,5,4,3,6,3,0,19,0,0,10,6,8,4,8,11,40,80,37,96,88,39,22,24,40,418
UCL221019,31,0,0,0,0,0,0,8,46,22,4,0,0,0,0,0,4,40,15,0,3,0,0,0,0,3,25,0,12,5,6,0,0,0,0,23,15,3,15,7,0,0,3,0,37,13,7,6,4,9,0,3,7,46,5,8,5,10,3,3,4,5,45,9,10,20,8,0,0,0,4,64,13,4,13,15,7,5,3,3,71,5,12,21,19,4,4,0,10,78,4,4,9,11,5,3,0,8,47,7,7,11,11,5,0,0,3,46,7,0,4,4,7,6,0,3,33,0,0,3,6,4,0,3,3,28,3,0,6,4,0,0,3,3,16,150,75,145,104,49,26,30,65,639
UCL221020,24,0,0,0,0,0,0,3,25,3,0,0,0,0,0,0,0,3,9,0,3,3,0,0,0,0,16,0,10,8,3,0,0,0,0,27,3,4,4,3,0,0,0,0,9,0,0,8,0,0,0,0,0,13,0,3,4,7,3,0,0,0,27,7,5,6,9,0,0,0,0,34,3,6,9,8,6,0,0,0,29,3,0,13,13,7,0,0,4,47,3,3,6,15,0,4,3,3,34,0,3,5,3,11,3,5,0,33,6,0,4,4,4,5,4,3,27,3,0,3,6,9,0,3,6,37,4,3,12,8,9,0,3,13,53,71,46,81,82,48,20,18,40,404
UCL221021,11,3,0,0,0,0,0,3,20,4,0,0,0,0,0,0,0,9,4,0,3,0,0,0,0,0,15,7,4,3,0,0,0,0,0,17,6,0,5,3,3,0,0,0,16,3,0,7,0,3,0,0,3,15,9,0,7,0,0,0,0,0,22,3,3,6,9,5,0,0,0,29,9,0,4,6,0,0,0,0,19,0,3,18,11,3,0,0,3,44,3,0,22,13,3,0,0,3,45,9,0,7,9,4,0,0,4,36,0,0,3,3,0,3,0,0,9,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,3,5,59,22,91,62,34,10,3,25,299
UCL221022,4,0,0,0,0,0,0,0,3,12,4,0,0,0,0,0,0,15,8,5,3,0,0,0,0,3,18,10,3,6,0,0,0,0,3,21,7,3,4,0,0,0,0,4,20,10,6,3,3,0,0,0,5,24,7,3,8,0,0,3,0,0,20,3,3,5,3,3,0,0,0,23,3,3,7,3,5,0,0,3,26,3,5,15,8,3,0,0,0,40,9,5,13,15,5,0,0,4,60,3,0,14,9,4,0,0,4,33,3,0,3,3,0,0,0,3,15,3,0,0,0,3,0,0,0,10,0,0,0,3,3,0,0,6,11,72,39,93,55,34,12,5,32,347
UCL221023,10,0,0,0,0,0,0,3,9,3,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,10,3,5,8,5,0,0,0,0,24,5,0,5,4,0,0,0,0,15,0,3,9,7,0,0,0,5,24,0,3,8,8,0,0,0,0,18,3,0,0,3,5,0,0,4,16,4,0,6,6,0,3,0,7,26,0,3,9,6,3,0,0,3,23,3,0,4,3,3,0,0,0,11,0,0,0,5,0,0,0,0,15,0,0,0,0,3,0,0,0,5,0,0,3,5,0,0,0,0,12,51,17,47,48,15,4,3,29,220
UCL221024,9,0,0,0,0,0,0,3,14,8,3,0,0,0,0,0,0,13,5,3,3,0,0,0,0,0,5,0,5,3,4,0,4,0,0,20,3,0,4,0,0,0,0,0,8,3,5,3,3,3,0,0,0,21,3,0,8,8,3,0,0,4,28,4,3,3,5,3,0,0,0,18,3,3,11,6,0,0,0,7,29,8,5,19,4,3,0,0,3,35,0,3,10,10,6,0,0,4,30,3,0,9,10,4,0,0,0,27,7,3,7,6,3,4,3,3,28,3,0,0,3,3,3,0,0,13,0,0,4,3,0,3,0,0,11,61,26,81,63,29,11,6,25,299
UCL221025,16,0,0,0,0,0,0,0,15,10,0,0,3,0,0,0,0,16,12,9,0,0,0,0,0,0,20,4,3,3,0,0,0,0,0,13,0,0,4,4,3,0,0,0,11,6,0,6,4,3,0,0,0,18,4,0,9,8,0,0,0,3,28,10,0,10,4,3,0,0,0,33,8,3,7,7,0,0,0,3,36,8,4,17,9,4,0,0,8,47,6,5,18,15,8,0,0,3,51,0,4,8,9,8,0,0,3,40,0,0,4,4,8,0,0,3,17,0,3,0,3,3,0,0,0,9,0,0,0,0,4,0,0,3,10,76,40,94,72,38,3,3,31,365
UCL221026,25,0,0,0,0,0,0,0,30,19,7,0,0,0,0,0,3,23,3,0,3,0,0,0,0,3,13,5,0,4,0,0,0,0,0,19,3,4,9,5,3,0,0,0,23,8,3,11,4,0,0,0,0,29,6,5,12,9,4,3,0,3,41,8,9,13,8,3,3,0,4,38,3,4,11,6,5,0,0,4,37,10,3,8,14,3,0,0,0,44,8,8,6,5,0,0,0,6,26,3,3,4,4,8,0,3,3,23,4,4,0,8,0,0,0,4,20,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,3,103,43,83,64,33,10,7,32,381
UCL221027,7,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,11,8,3,9,0,0,0,0,0,21,3,3,3,0,0,0,0,0,13,0,0,3,0,3,0,0,0,10,0,0,6,5,0,0,0,0,9,3,0,9,3,3,0,0,0,23,8,4,6,5,0,3,0,3,22,3,0,11,7,3,0,0,0,24,3,0,4,10,3,0,0,0,24,7,3,12,15,5,0,0,0,36,5,0,13,5,5,3,0,3,35,4,0,9,11,0,3,0,0,23,0,0,3,6,4,0,3,3,20,0,0,0,3,8,5,3,16,33,53,23,72,67,33,18,10,41,320
UCL221028,14,0,0,0,0,0,0,0,15,10,3,0,0,0,0,0,0,12,9,3,0,0,0,0,0,0,13,5,3,0,0,3,0,0,3,18,6,5,4,0,0,0,0,3,13,3,3,5,4,0,0,0,3,18,5,0,5,0,6,3,0,0,25,3,3,3,6,3,0,0,3,22,0,3,9,11,3,0,0,8,30,3,0,10,11,3,0,0,3,27,0,0,13,8,3,3,0,3,28,0,0,7,4,4,0,0,6,24,3,0,3,3,0,4,0,11,26,0,4,4,4,8,3,3,0,25,3,0,5,4,10,0,0,6,26,68,30,75,49,37,10,6,54,330
